title,rel_year,director,producer,studio,prc,cat,award,lc
Murder at my Door,1996,Till,Jack Wiener,Fox,col,dram,,Bridgeport town
Frankenhooker,1990,Hennenlotter,Edgar Ievens,Analysis,col,horr,,NYC city
Fear No Evil,1981,Laloggia,Charles M. Laloggia,Tristar,col,horr,,NYC city school
Taxi zum Klo,1981,Ripploh,Charles M. Laloggia,Tristar,col,horr,,NYC city school
Cleopatra,1999,Roddam,Halmi,ABC,tv,hist,,Rome city
Les Fugitifs,1986,Veber,Halmi,Gaumont,tv,cnr,,Rome city
Alien Nation,1988,G.Baker,Richard Kobritz,Fox,deluxe,,,Rome city work
Mortuary,1981,Avedis,Richard Kobritz,Fox,deluxe,horr,,Rome city work
License To Kill,1989,Glen,Cubby,U.A.,col,advt,,Gibraltar city city mil.inst. csd
Visiting Hours,1981,J.Lord,Cubby,U.A.,col,actn,,Gibraltar city city mil.inst. csd
Hawmps,1982,Camp,Joe Camp,Mulberry Square,col,advt,,Gibraltar city city mil.inst. csd csd
Raggedy Man,1981,Fisk,Joe Camp,Mulberry Square,col,advt,,Gibraltar city city mil.inst. csd csd
37.2 le Matin,1986,Beineix,Irene Silberman,Galaxie,col,18+,AAN,Paris city
All Night Long,1981,Tramont,Jerry Weintraub,Universal,tcol,18+,AAN,Paris city
Modern Problems,1981,K.Shapiro,Jerry Weintraub,Universal,col,,,Paris city
Camila,1984,Bemberg,Jerry Weintraub,Universal,col,dram,AAN,Paris city
Butterfly,1981,Cimber,Matt Cimber,ParPar,mcol,dram,,Paris city
This is Elvis,1981,Leo,Andrew Solt,ParPar,mcol,musc,,Memphis city
Lovers and Liars,1981,Monicello,Andrew Solt,ParPar,col,,,Pisa city town
Pirates of Silicon Valley,1999,Burke,Christopher Dalton,TNT,tv,biop,,Silicon Valley work
L\\'amour des Femmes,1981,Soutter,Christopher Dalton,TNT,tv,romt,,Lac Leman river
Student Bodies,1981,M.Rose,Alan~Smithee,TNT,col,horr,,Lac Leman river
Any Given Sunday,1999,Ol.Stone,Ol.Stone,Regency,col,actn,AAN,football fields sports
Bustin\\' Loose,1981,O.Scott,Richard Pryor,Universal,tcol,,,football fields sports
Salmonberries,1994,Adlon,Eleonore Adlon,BRF,col,dram,H*,Munich city desert store csd
Nobody\'s Perfekt,1981,Bonerz,Eleonore Adlon,BRF,col,dram,H*,Munich city desert store csd
Touch Me,1994,P.Cox,P.Cox,WDR,col,romt,H*,Munich city desert store csd csd csd
Don\'t Cry It\'s Only Thunder,1981,Werner,P.Cox,WDR,col,romt,H*,Munich city desert store csd csd csd
The Bitch,1984,Masters,McElroy,Trans-American,col,18+,,Munich city desert store csd csd csd
FX2 - The Deadly Art of Illusion,1991,R.Franklin,H.A.Green,Universal,tcol,advt,,Munich city desert store csd csd csd roads
Bad Boys,1983,Rick~Rosenthal,Carpenter,deLaurentiis,mcol,horr,,Munich city desert store csd csd csd roads
Terry Fox Story,1983,R.L.Thomas,Ronald Cohen,CTV,col,biop,H*,Munich city desert store csd csd csd roads csd
Jagged Edge,1985,R.Marquand,Ransohoff,Columbia,mcol,,H**,London city island space
Comic Book Confidential,1989,Ron.Mann,Ransohoff,Columbia,mcol,docu,H**,London city island space
What Lies Beneath,2000,Zemeckis,Wendy Finerman,NewLine,col,horr,AA,Hollywood town sea home
The Shooting Party,1984,S.Gordon,Greenhut,Orion,tcol,,H*,Hollywood town sea home
Leise Schatten,1991,Horman,Greenhut,Hager-Moss,col,dram,H*,Hollywood town sea home town
Hostage Flight,1989,Stern,James Hay,TNT,col,susp,,Hollywood town sea home town airplane
Lake Placid,1999,Miner,Matt Williams,Fox,tcol,romt,,Atlantic City resort river
Paradise,1981,Gillard,Matt Williams,Fox,col,18+,,Atlantic City resort river desert
Lost in Space,1998,St.Gordon,Matt Williams,Fox,col,s.f.,,Atlantic City resort river desert hospital jail
Attack Force Z,1981,Burstall,Matt Williams,Fox,col,s.f.,,Atlantic City resort river desert hospital jail
The Concrete Jungle,1983,DeSimone,Matt Williams,Fox,col,dram,,Atlantic City resort river desert hospital jail school jail
Bushido Blade,1981,Katani,Arthur Rankin~jr.,Trident,col,advt,,Atlantic City resort river desert hospital jail school jail
Search and Destroy,1981,Fruet,Arthur Rankin~jr.,Trident,col,actn,,Niagra Falls town
The Storm,2000,Petersen,Jeff Apple,Universal,col,docu,,Gloucester ship town
Oppenheimer,1981,Goodchild,Jeff Apple,Universal,col,biop,,Gloucester ship town
Android,1982,Lipstadt,Jeff Apple,Universal,col,biop,,Gloucester ship town
Loser,2000,Heckerling,Matty Sims,Warners,tcol,,,NYU school
At,1982,Ozgenturk,Matty Sims,Kentel,col,dram,,Istanbul city
Raven Hawk,1996,Pyun,Ron Samuels,MDP,col,dram,,Istanbul city
Endangered Species,1982,A.Roberts,Carolyn Pfeiffer,MGM,mcol,susp,,Istanbul city
Being Human,1994,B.Forsyth,David Puttnam,Warners,col,dram,H**,Istanbul city town csd
Liberty Heights,1999,B.Levinson,B.Levinson,Warners,col,dram,AAN,Baltimore city
Duet,1999,Paltrow,Paltrow,MTM,tcol,,,Baltimore city
The Adventurers of the Sierra Leone,1982,Schulz,Paltrow,MTM,tcol,west,,Baltimore city
The Escape Artist,1982,Deschanel,Buck Houghton,Zoetrope,tcol,advt,H**,Baltimore city
L.A. Confidential,1997,Hanson,Milchan,Zoetrope,col,dram,AAN,L.A. city
Before the Nickelodeon,1982,Musser,Milchan,Films for Thought,col,biop,AAN,L.A. city
Amityville II: The Possession,1982,Damiani,Dino deLaurentis,Orion,col,horr,AAN,L.A. city
Le Retour de Martin Guerre,1982,DaV,Marcel Dassault,SFP,fcol,horr,H*,L.A. city csd
Ein Sack Voll Flohe,1982,Risi,Marcel Dassault,SFP,fcol,horr,H*,L.A. city csd
The Seduction,1982,Schmoeller,Marcel Dassault,SFP,fcol,susp,H*,L.A. city csd
Down Periscope,1996,D.S.Ward,Robert Lawrence,Fox,col,,H*,Las Vegas city sea
The Last Horror Film,1982,Winters,Robert Lawrence,Fox,col,,H*,Las Vegas city sea
Vice Squad,1982,G.A.Sherman,Robert Lawrence,Fox,col,actn,,L.A. city
The Turn of the Screw,1989,Clifford,Bridget Terry,Showtime,col,susp,,Bly Manor estate
The Princess Diaries,2001,Gey.Marshall,Debra Martin Chase,Buena Vista,col,,,S.F. city
Parsifal,1982,Syberberg,Debra Martin Chase,Gaumont,col,musc,,S.F. city theater
Revolution,1984,Hudson,Puttnam,Gaumont,col,dram,AA,S.F. city theater
The Devil in Miss Jones II,1982,Pachard,Puttnam,Adventure,col,18+,AA,Hell afterlife
The Final Option,1982,I.Sharp,Puttnam,Adventure,col,actn,,Hell afterlife
Lawn Dogs,1998,Duigan,Miller,Miramax,col,,,Jamaica island estate town
Jekyll and Hyde...Together Again,1982,Belson,Miller,Miramax,col,horr,,Jamaica island estate town
Police Story II,1988,J.Chan,Miller,Miramax,col,actn,,Hong Kong city
Ca va faire mal,1982,Davy,Miller,Miramax,col,,,Hong Kong city
I\\'m Dancing As Fast As I Can,1982,Hofsiss,Miller,Miramax,col,biop,,Hong Kong city
The Sting II,1983,Kagan,J.Lang,Universal,tcol,susp,,Chicago city
That Championship Season,1982,Js.Miller,Golan,Cannon,mcol,dram,H*,baseball fields sports
A Nightmare on Elm Street Part Two: Freddy\\'s Revenge,1985,Sholder,Robert Shaye,NewLine,deluxe,horr,,baseball fields sports jail town
Lily in Love,1984,? [Makk,Robert Shaye,NewLine,deluxe,susp,,baseball fields sports jail town
Airplane II: The Sequel,1982,Finkleman,Koch,Paramount,col,,,baseball fields sports jail town space
Red,1994,Kieslovski,Leonardo delaFuento,Aries,col,noir,,Paris city
Mumford,1999,L.Kasdan,Meg Ryan,Warners,col,,NYFCC,Tombstone town town
Fighting Back,1982,Caulfield,Meg Ryan,Samson ,ecol,dram,,Tombstone town town school
Half of Heaven,1986,Aragon,Meg Ryan,Samson ,ecol,romt,,Madrid csd city
The Invader,1996,Rosman,Meg Ryan,Spectator,col,,,Madrid csd city
The End of the Affair,1999,N.Jordan,Stephen Wooley,Sony,tcol,romt,,London city
Grease 2,1982,Birch,Allan Carr,Paramount,mcol,musc,,London city school
House of the Long Shadows,1982,P.Walker,Jenny Craven,Cannon,col,horr,,London city school home
City Heat,1998,Benjamin,Fritz Manes,Malpaso,col,dram,,S.F. city
Richard III,1995,Loncraine,Herbert Solow,Namar,tcol,dram,Baer,East End town
Zapped,1982,Rob.Rosenthal,Herbert Solow,Namar,col,,,East End town school
Without Limits,1998,Towne,Thom Mount,Warners,col,biop,,L.A. city
Medea,1982,Whitehead,Maria Ruscom,PBS,tv,dram,,Corinth town
Interrogation,1982,Bugajski,Maria Ruscom,PBS,tv,dram,,Corinth town town
The Intruder,1982,S.Leroy,Maria Ruscom,PBS,tv,dram,,Corinth town town
Tron,1982,Lisberger,Kushner,Disney,tcol,s.f.,H*,Corinth town town
The Dutch Master,1993,S.Seidelman,Jonathan Brett,Ziegler,col,romt,AAN,Brooklyn city
Things Are Tough All Over,1982,T.Avildsen,Jonathan Brett,Ziegler,col,,AAN,Brooklyn city
Behind the Mosquito Net,1982,Karya,Jonathan Brett,Ziegler,col,,AAN,Brooklyn city
Body of Evidence,1992,Edel,deLaurentiis,Neue Constantin,col,dram,H*,Brooklyn city
Maid in Manhattan,2002,Wang,Ol.Stone,Fox,col,romt,H*,Beresford hotel
Maniac Cop,1988,Lustig,Ol.Stone,Fox,col,horr,,NYC city
Stuck on You!,1982,Herz,Ol.Stone,Fox,col,,,NYC city
Yol,1982,Guney,Serif Goren,Cactus Film ,col,docu,,NYC city
La Vie Continue,1982,UnYear82,Serif Goren,Cactus Film ,col,dram,,NYC city
Portrait of a Hitman,1983,Buckhantz,Serif Goren,Cactus Film ,col,dram,,NYC city
Unfaithful,2002,Lyne,Joel B. Michaels,Paramount,col,dram,,NYC city
Song of the Exile,1990,Hui,Joel B. Michaels,Paramount,col,docu,,NYC city
Love Letters,1983,Am.Jones,Corman,Millenium,deluxe,romt,H*,NYC city
La Vie de Boh\`eme,1993,Kaurismaki,Corman,Millenium,bnw,dram,H*,Paris city
To Be or Not To Be,1983,A.Johnson,Mel~Brooks,Fox,deluxe,,H*,Warsaw city
Mickey\'s Christmas Carol,1983,Mattinsson,Mattinsson,Disney,tcol,,H***,London city
Love Kills,1991,B.Grant,Mattinsson,MCA,col,susp,H***,London city
The Mirror Has Two Faces,1996,Streisand,Milchan,Sony,col,romt,,Columbia Un. school
La Balance,1983,Swaim,Milchan,Sony,col,romt,,Columbia Un. school
Fords on Water,1983,Bliss,Milchan,Sony,tv,dram,,Columbia Un. school
Rembetiko,1983,Ferris,Milchan,Sony,tv,biop,,Columbia Un. school slum
Killing of Angel Street,1983,Crombie,Milchan,Forest Home Films,col,romt,,Columbia Un. school slum town
Tendres Cousines,1983,D.Hamilton,Milchan,Forest Home Films,col,18+,,Columbia Un. school slum town csd
Ator the Fighting Eagle,1983,Hills,Milchan,Forest Home Films,col,18+,,Columbia Un. school slum town csd
Mr. Murder,1990,Lowry,Bill Coker,Forest Home Films,col,actn,,Key West resort
Silver Dream Racer,1983,Wickes,Rene Dupont,Rank,ecol,dram,,Key West resort
Il Deputado,1983,DelaEglesia,Rene Dupont,Rank,ecol,dram,,Key West resort
They Call Me Bruce,1983,Hong,Rene Dupont,Rank,col,,,Key West resort
The Score,2001,Oz,Lee Rich,Paramount,col,susp,,Dobbs Mill csd school work
Sub Down,1997,Champion,Daniel Sladek,Paramount,col,actn,,NYC city ship
Buddy System,1983,Jordon,Daniel Sladek,Paramount,col,romt,,NYC city ship
Powaqqatsi,1988,Reggio,Reggio,Institute for Regional Education,deluxe,,,NYC city city
We of the Never Never,1983,Auzins,Greg Tepper,Film Corporation of Western Australia,ecol,dram,,NYC city city csd
Ghost Dog; the Way of the Samurai,1999,Jarmusch,Jarmusch,Film Corporation of Western Australia,col,,Palm,Helsinki city city city city city
Tough Guys,1986,Kanew,Joe Wizan,Touchstone,deluxe,,,Helsinki city city city city city hospital
As Good As It Gets,1997,J.L.Brooks,Kirstin,Sony,col,romt,AAN,Baltimore city city city
Un Elephant Ca Trompe Enormement,1983,Dabadie,Kirstin,Sony,prc,romt,AAN,Baltimore city city city
Miles of Smiles; Years of Struggle,1983,Santino,Kirstin,Sony,prc,romt,AAN,Baltimore city city city
Easy Money,1983,Signorelli,Kirstin,Sony,prc,,,Baltimore city city city
Hercules,1983,Coates,Kirstin,Sony,col,,,Baltimore city city city
Young Warriors,1983,Foldes,Kirstin,Cannon,col,actn,,Baltimore city city city
Testament,1983,Littman,Kirstin,Entertainment Events,col,actn,H*,Baltimore city city city
Introducing Dorothy Dandridge,1999,Coolidge,Larry Y. Abucher,HO,tv,biop,,Bensonhurst city movies
Stranger\\'s Kiss,1984,Chapman,Steven Deutsch,HO,tv,biop,,Bensonhurst city movies
Pride - Unmei no Toki,1998,Kobayashi,Steven Deutsch,Toei,tv,hist,,Tokyo city
Matter of Heart,1983,M.Whitney,Steven Deutsch,Toei,tv,biop,,Tokyo city
Far From Home: The Adventures of Yellow Dog,1994,Borsos,Steven Deutsch,Toei,col,advt,,Tokyo city
8 1/2 Women,1999,Greenaway,Kees Kasander,Cinepix,col,,H**,Kyoto city
Le juge,1983,Lefebvre,Kees Kasander,Cinepix,col,dram,H**,Marseille city
Lovesick,1983,P.Rosenberg,P.Rosenberg,Cinepix,tcol,dram,,Marseille city
The Eumendis,1983,P.Hall,P.Rosenberg,BBC,tv,dram,,Marseille city
The Story of Us,2000,R.Reiner,,Columbia,col,,AAN,Guantanamo mil.inst.
Deathgames,1983,Dimsey,,Columbia,col,,AAN,Guantanamo mil.inst.
The Apostle,1997,Duvall,,Columbia,col,dram,AAN,Guantanamo mil.inst. church 
Hell\\'s Angels Forever,1983,Chase,,Columbia,col,docu,,Guantanamo mil.inst. church  roads
Nicholas - a Child\\'s Heart Lives On,1998,Markowitz,Paul Kurta,HBO,col,docu,,Guantanamo mil.inst. church  roads town airplane
The Black Stallion Returns,1983,Dalva,Coppola,MGM-U.A.,tcol,advt,,Guantanamo mil.inst. church  roads town airplane
Leap of Faith,1992,Pearce,William D. Witcliff,Touchstone,tcol,dram,H*,Rustwater town
Angel,1983,ONeil,William D. Witcliff,Touchstone,tcol,dram,H*,Rustwater town
Hambone and Hillie,1984,Watts,Gary Gillingham,Touchstone,col,dram,,Rustwater town
Men Don\\'t Leave,1989,P.Brickman,John Avnet,Warners,col,romt,,Baltimore city
Revenge of the Ninja,1983,Firstenberg,John Avnet,Warners,col,actn,,Baltimore city
New York Nights,1983,Nuchtern,John Avnet,Warners,col,18+,,Baltimore city
Liquid Sky,1983,Tsukerman,John Avnet,Warners,col,,,Manhattan city
I Promise to Remember,1983,Fischler,John Avnet,Warners,col,musc,,Manhattan city
Slayground,1983,Bedford,Gower Frost,EMI,tcol,actn,,Manhattan city
Deep in the Heart,1983,T.Garrett,Gower Frost,EMI,tcol,actn,,Manhattan city
Spy Game,2000,T.Scott,Jerry Bruckheimer,,col,susp,,L.A. city city ship
Divine Waters,1983,Zaggario,Jerry Bruckheimer,,col,biop,,L.A. city city ship
Angels in the Outfield,1994,Dear,Roger Birnbaum,Disney,col,,,baseball fields sports
The Old Well,1983,Tianming,Roger Birnbaum,Disney,col,dram,,baseball fields sports
Sid and Nancy,1986,A.Cox,Eric Feliner,Zenith,col,biop,,L.A. city
Felicia\'s Journey,1999,Egoyan,Eric Feliner,Zenith,col,dram,AAN,Birmingham csd city
Dawandeh,1984,Naderi,Eric Feliner,Zenith,col,dram,AAN,Birmingham csd city
Terror in the Aisles,1984,Kuehn,Eric Feliner,Universal,col,horr,,Birmingham csd city
Little Tony,1998,vanWarmerdam,Eric Feliner,Graniet,col,dram,,Birmingham csd city
A Woman\\'s Pale Blue Handwriting,1984,Corti,Eric Feliner,ORF,col,dram,,Vienna city
I Love Trouble,1994,Shyer,Eric Feliner,Touchstone,col,susp,,Bennington work town train
Making the Grade,1984,D.Walker,Eric Feliner,Touchstone,col,,,Bennington work town train
A Dry White Season,1989,Palcy,Eric Feliner,Touchstone,col,dram,,Bennington work town train
Savage Attraction,1984,Shields,Eric Feliner,Touchstone,col,dram,,Bennington work town train
Into the Sun,1992,Kiersch,Terence Kirby,New World,col,actn,,Bennington work town train town
Two Minute Warning,1984,G,Terence Kirby,New World,col,cnr,,Olympics stadium sports
First Wives Club,1996,H.Wilson,Nancy Graham Tanen,Tristar,col,,,NYC city
Curly Sue,1991,J.Hughes,J.Hughes,Warners,col,romt,,Chicago city city
Holy Smoke,1999,Campion,Jan Chapman,Miramax,col,romt,AAN,London city city
The Big Lebowski,1997,J.Coen,E.Coen,Polygram,col,dram,Palm,Brainard town
A-Ge-man,1990,Itami,Seigo Hosogoe,Itami,col,,Palm,Tokyo city
Fear,1996,J.Foley,Seigo Hosogoe,Itami,col,horr,,Tokyo city
The Good Son,1993,J.Ruben,J.Ruben,Fox,col,susp,,Cedar Falls resort town home town
Breakin\\',1984,Silberg,J.Ruben,Cannon,mcol,musc,,Cedar Falls resort town home town
Friday the 13th - The Final Chapter,1984,Zito,J.Ruben,NewLine,mcol,horr,,Cedar Falls resort town home town
The Good Mother,1988,Nimoy,Werner,Paramount,tcol,,,S.F. space city
Thus spake Bellavista,1984,deCrescenzo,Werner,Paramount,tcol,,,S.F. space city
Queenie; the Star of Calcutta,1988,L.Pierce,x Siegel,Higate,tv,tvm,,London city city
Out Cold,1989,Mobray,x Siegel,Higate,tv,tvm,,London city city
Old Enough,1984,M.Silver,D.Silver,Midwest Films,bnw,tvm,,London city city
Exterminator 2,1984,Buntzman,D.Silver,Cannon,tv,horr,,London city city
Hardbodies II,1990,M.Griffiths,D.Silver,Cannon,tv,18+,,London city city resort resort
B.Monkey,1999,M.Radford,Simon Perry,Cannon,col,actn,,Paris city city csd
Il Postino,1995,Kanievska,Alan Marshall,Miramax,col,dram,AAN,Isla Negra island
American Heart,1993,Mt.Bell,Jeff Bridges,Miramax,col,docu,AAN,Seattle city
Scugnizzi,1989,Loy,Jeff Bridges,Miramax,col,docu,AAN,Seattle city
The Good Fight,1984,Buckner,Jeff Bridges,Miramax,col,docu,AAN,Seattle city
Dennis the Menace,1993,N.Castle,J.Hughes,Warners,col,,AAN,Seattle city space
Bachelor Party,1984,,J.Hughes,Fox,deluxe,,,Seattle city space
Highpoint,1984,P.Carter,J.Hughes,Fox,ecol,susp,,Toronto city
Through the Eyes of a Killer,1993,P.Markle,William S. Greenblatt,TNT,col,horr,,Seattle city
Graffiti Bridge,1990,Prince,Randy Phillips,Warners,col,musc,,Seattle city
Daylight,1996,R.Cohen,Rafaelli deLaurentiis,Universal,col,,,Seattle city work
The Celluloid Closet,1996,R.Epstein,Rafaelli deLaurentiis,Universal,col,docu,AA,S.F. city
The Shadow,1994,Mulcahy,Michael Caine,HBO,col,advt,,London city
Goodbye Lover,1999,R.Joffe,Puttnam,Enigma,col,noir,,Los Alamos town
Out of Bounds,1986,Tuggle,Fritz Manes,Warners,tcol,cnr,,L.A. city
Gulag,1985,Rg.Young,Albert S.,Warners,tcol,cnr,,L.A. city
Weapons of the Spirit,1984,Sauvage,Albert S.,Warners,col,docu,,L\\'Eaux Chambon town
The Price of Love,1984,Marketaki,Albert S.,Warners,col,dram,,Corfu island
Testimony,1987,Palmer,Albert S.,Warners,tv,biop,,Corfu island
The Adventures of Buckaroo Banzai: Across the 8th Dimension,1984,W.D.Richter,Albert S.,Warners,tv,s.f.,,Corfu island
Topos,1985,Angelidi,Albert S.,Warners,tv,s.f.,,Corfu island
The Inner Circle,1992,Konchalovsky,Yoram Globus,GolanGlobus,col,dram,,Corfu island train csd
Police Academy 7,1994,Metter,Yoram Globus,GolanGlobus,prc,,,Corfu island train csd
No One Writes to the Colonel,1999,Ripstein,Yoram Globus,GolanGlobus,prc,dram,,Corfu island train csd
Vanilla Sky,2001,C.Crowe,C.Crowe,,col,romt,,Seattle city
Shoah,1985,Lanzman,Lanzman,,bnw,docu,,Seattle city jail
The Terra-Cotta Warrior,1990,Ching,Lanzman,,bnw,actn,,Seattle city jail
Desert Hearts,1985,Deitch,Deitch,Desert Hearts Productions,col,romt,,Seattle city jail slum
Silver Bullet,1985,Attias,Deitch,Desert Hearts Productions,col,romt,,Seattle city jail slum
The Hunchback of Notre Dame,1996,Trousdale,Don Hahn,Disney,col,,AAN,Seattle city jail slum
Caluga o Menta,1990,Justiniano,Don Hahn,Disney,col,docu,AAN,Seattle city jail slum
"Apfelb\""aume",1992,SandersBrahms,Don Hahn,Alert,col,romt,AAN,Seattle city jail slum
Toy Story 2,1999,Lasseter,Don Hahn,Pixar,col,,,Seattle city jail slum
Sunshine,2000,Szabo,Babriella Grosz,Objectiv,col,dram,AA,Budapest city
Mac,1992,Turturro,Brenda Goodman,Goldwyn,col,dram,Palm,Budapest city
Eubie!,1985,J.Boyd,Brenda Goodman,Goldwyn,col,dram,Palm,Budapest city
The Other Eye,1985,Heer,Brenda Goodman,Goldwyn,col,dram,Palm,Budapest city
Joy et Joan,1985,Saurel,Brenda Goodman,Goldwyn,col,18+,Palm,Budapest city
Flaming Creatures,1985,J.Smith,Brenda Goodman,Goldwyn,col,18+,Palm,Budapest city
No Life King,1985,Ichikawa,Brenda Goodman,Goldwyn,col,18+,Palm,Budapest city
The Harmonists,1999,Vilsmaier,Vilsmaier,Bavariafilm,tcol,dram,Palm,New York city city
Strange Days,1996,Bigelow,Pater Abrahams,Fox,col,susp,Palm,New York city city roads resort
The Gospel at Colonus,1985,K.Browning,Pater Abrahams,WNET,col,dram,Palm,New York city city roads resort
Life on a String,1985,K.Chen,Pater Abrahams,WNET,col,,Palm,New York city city roads resort
"Leben f\""ur Leben Maximilian Kolbe",1991,Zanussi,Pater Abrahams,Ifage,col,dram,Palm,Auschwitz jail
Thirteen at Dinner,1985,Antonio,Pater Abrahams,Ifage,col,dram,Palm,Auschwitz jail
Pola X,1999,Carax,Pater Abrahams,Ifage,col,18+,Palm,Paris city
Chantilly Lace,1993,Yellen,Pater Abrahams,Ifage,tv,dram,Palm,Paris city
Las Madres: The Mothers of the Plaza de Mayo,1985,Portillo,Pater Abrahams,Ifage,tv,docu,AAN,Mexico City city
An Imaginary Tale,1985,Forcier,Pater Abrahams,Ifage,tv,docu,AAN,Montreal city
Zwei Fische auf dem Trockenen,1985,Blanc,Pater Abrahams,Ifage,tv,romt,AAN,Paris city
