title,rel_year,dir_name,prod_name,studio_name,prc,cat,award,location,movie_id
The Star Juror,1963,,Hitchcock,Shamley,tv,susp,,,HeD125
A Home Away From Home,1963,,Hitchcock,Shamley,tv,susp,,,HeD126
Nothing Ever Happens in Linvale,1963,,Hitchcock,Shamley,tv,susp,,,HeD127
The Third Voice,1959,Cornfield,,,,,,,HuC4
The Night of the Following Day,1969,,Cornfield,Universal,tcol,susp,H,,HuC7
title,1956,,,,,,,,HuC1
Jonathan,1956,J.M.Lucas,Hitchcock,Shamley,tv,susp,,,IML100
Crackpot,1957,,Hitchcock,Shamley,tv,susp,,,IML101
Malice Domestic,1957,,Hitchcock,Shamley,tv,susp,,S.F.,IML102
The Shop on Main Street,1964,Kadar,,Barranov,bnw,,VIP,,JaK4
Help Wanted,1956,Neilson,Hitchcock,Shamley,tv,susp,,,JNs100
The Orderly World of Mr. Appleby,1956,,Hitchcock,Shamley,tv,susp,,,JNs101
The Legacy,1956,,Hitchcock,Shamley,tv,susp,,,JNs102
Crack of Doom,1956,,Hitchcock,Shamley,tv,susp,,,JNs103
A Man Greatly Beloved,1957,,Hitchcock,Shamley,tv,susp,,,JNs104
The Mail Order Prophet,1957,,Hitchcock,Shamley,tv,susp,,,JNs105
Reward to Finder,1957,,J.Harrison,Shamley,tv,susp,,,JNs106
Rainy Day,1957,,Hitchcock,Shamley,tv,susp,,,JNs107
The Percentage,1958,,Hitchcock,Shamley,tv,susp,,,JNs108
The Equalizer,1958,,Hitchcock,Shamley,tv,susp,,,JNs109
Meeting in Paris,1958,,Hitchcock,Shamley,tv,susp,,Paris,JNs110
Bull in a China Shop,1958,,Hitchcock,Shamley,tv,susp,,,JNs111
The Safe Place,1958,,Hitchcock,Shamley,tv,susp,,,JNs112
Summer Magic,1963,,Ron Miller,Disney,tcol,romt,H,Boston,JNs210
Le Coup du Berger,1956,Rivette,,,,,,,JqR5
Paris Nous Appartient,1960,,,,,,,Paris,JqR10
La Religieuse,1956,,,,,,,,JqR15
Paris Belongs to Us,1962,,,,,susp,,,JqR17
L'Amour Fou,1968,,,,,dram,,,JqR20
Out 1,1971,,,,,dram,,,JqR23
Celine and Julie Go Boating,1974,,,,,romt,,,JqR25
La Vengeresse,1976,,,,,,,,JqR30
Merry Go Round,1978,,,,,,,,JqR35
Hurlevent,1985,,,,,,,,JqR43
La Belle Noiseuse,1991,,,,,dram,,,JqR50
Divertimento,1993,,,,,dram,,,JqR55
Alibi Me,1956,Bricken,Hitchcock,Shamley,tv,susp,,,JuB100
Conversation Over A Corpse,1956,,Hitchcock,Shamley,tv,susp,,,JuB101
The Three Dreams of Mr. Findlater,1957,,Hitchcock,Shamley,tv,susp,,,JuB102
Night of the Execution,1957,,Hitchcock,Shamley,bnw,susp,,,JuB103
Touche,1959,,Hitchcock,Shamley,bnw,susp,,,JuB104
Frantic,1957,Malle,,,bnw,cnr,,,LMa2
The Lovers,1958,,,,,,,,LMa3
Zazie dans le Metro,1961,,,,,comd,,Paris,LMa4
A very Private Affair,1962,,,,,romt,,,LMa5
Le fue Follet,1963,,,,,,,,LMa6
Viva Maria!,1965,,,,,comd,,,LMa10
Le Voleur,1967,,,,,,,,LMa17
Souffle au Coeur,1971,,,,,romt,,,LMa18
Lacombe Lucien,1975,,,,,,,,LMa19
Pretty Baby,1978,,,,,dram,,Storyville,LMa21
My Dinner With Andre,1981,,,,,comd,,,LMa23
Atlantic City,1981,,,,,comd,BFA,,LMa24
Crackers,1984,,,,,,,,LMa26
Alamo Bay,1987,,,,,,,,LMa28
Au Revoir Les Enfants,1988,,,,,dram,AAN,,LMa30
May Fools,1990,,,Novelle editions,,comd,,,LMa35
Damage,1992,,Simon Relph,NewLine,col,dram,,London,LMa37
Vanya on 42nd Street,1994,,,,col,dram,,NYC,LMa40
Queen Bee,1963,Ferreri,,,,horr,,,MFe10
Liza,1972,,,,,,,,MFe20
The Grande Bouffe,1973,,,,,comd,,,MFe25
Blowout,1975,,,,,,,,MFe30
Tales of Ordinary Madness,1981,,,,,18+,,,MFe40
Edge of the City,1956,Ritt,,,,,,,MR1
No Down Payment,1957,,Jerry Wald,Fox,cs,,H,,MR2
The Long Hot Summer,1958,,,,col,comd,,,MR3
Black Orchid,1958,,Marcello Girosi,Paramount,bnw,dram,VFF,NYC,MR4
The Sound and the Fury,1959,,,,,,,,MR5
The Outrage,1961,,,,,dram,,,MR7
Hud,1963,,,,,west,,,MR9
The Spy Who Came in from the Cold,1965,,Ritt,Paramount,bnw,susp,,,MR11
Hombre,1967,,,,,west,,,MR12
The Brotherhood,1968,,Kirk Douglas,Paramount,tcol,dram,H,,MR13
The Great White Hope,1970,,Turman,Fox,deluxe,docu,H,,MR14
The Molly Macguires,1970,,Walter Bernstein,Paramount,tcol,dram,,,MR15
Pete 'n Tillie,1972,,Julius Epstein,Universal,tcol,romt,H,S.F.,MR17
The Front,1976,,Ritt,Columbia,mcol,dram,,Hollywood,MR19
Norma Rae,1979,,Alex Rose,Fox,deluxe,dram,H,,MR21
Back Roads,1980,,Ronald Shedlo,CBS,deluxe,romt,H,,MR25
Cross Creek,1983,,Robert B. Radnitz,EMI,tcol,biop,H,,MR29
Nuts,1987,,Streisand,Barwood,tcol,biop,,NYC,MR30
Iris and Stanley,1989,,,MGM,duart,romt,,,MR34
Jungle Hell,1956,Cerf,Cerf,,bnw,s.f.,,,NAC10
Anything Goes,1956,R.Lewis,Robert Emmett Dolan,Paramount,tcol,musc,,,RoL10
Fallen Angel,1980,,,,,,,,RoL59
If Things Were Different,1980,,,,,,,,RoL60
And God Created Woman,1956,Vadim,Raoul Levy,Iena,cs,18+,H,St.Tropez,RoV1
Heaven Fell That Night,1957,,,,,dram,,,RoV2
Les Liaisons Dangereuses,1959,,,Film Marceau,bnw,dram,H,,RoV3
Blood and Roses,1964,,,,,romt,,,RoV5
La Ronde,1964,,DeLaurentiis,Columbia,ecol,romt,H,Paris,RoV7
Barbarella,1968,,Raymond Hakim,,tcol,s.f.,H,,RoV10
Pretty Maids All in a Row,1971,,Gene Roddenberry,MGM,mcol,horr,H,,RoV13
Don Juan,1973,,,,col,romt,H,,RoV15
Hang 'Em High,1967,Post,,,,,,,TPo8
The Harrad Experiment,1973,,Dennis F. Stevens,Cinema Arts,ecol,18+,H,,TPo12
Magnum Force,1973,,,,,,H,,TPo13
The Baby,1973,,,,,,,,TPo14
The Harrad Summer,1974,,,,col,18+,,,TPo16
Go Tell the Spartans,1978,,,,,,,,TPo20
Good Guys Wear Black,1978,,,,,actn,CG,,TPo21
Diary of a Teenage Hitchhiker,1979,,,,,,,,TPo24
Her Bridal Night,1956,UnYear51,,,,romt,,,Z5110
Mademoiselle Striptease,1957,,,,,18+,,Paris,Z5115
The Trapp Family Singers,1956,Unknown56,,,,musc,,,Z5620
The Wonderful Country,1956,,,,,west,,,Z5630
Flight to the East,1958,Hiller,J.Harrison,Shamley,tv,susp,,,ArH101
Disappearing Trick,1958,,J.Harrison,Shamley,tv,susp,,,ArH102
The Festive Season,1958,,J.Harrison,Shamley,tv,susp,,,ArH103
Post-Mortem,1958,,Hitchcock,Shamley,,susp,,,ArH104
The Voice in the Night,1958,,Hitchcock,Shamley,tv,s.f.,,,ArH105
The Jokester,1958,,J.Harrison,Shamley,tv,susp,,,ArH106
And the Desert Shall Blossom,1958,,J.Harrison,Shamley,tv,susp,,,ArH107
Mrs. Herman and Mrs. Fenimore,1958,,J.Harrison,Shamley,tv,susp,,London,ArH108
The Morning of the Bride,1959,,J.Harrison,Shamley,tv,susp,,,ArH109
The Right Price,1959,,J.Harrison,Shamley,tv,susp,,,ArH110
Not the Running Type,1960,,J.Harrison,Shamley,tv,susp,,,ArH111
Across the Threshold,1960,,J.Harrison,Shamley,tv,susp,,,ArH112
Forty Detectives Later,1960,,J.Harrison,Shamley,tv,susp,,,ArH113
One Grave Too Many,1960,,J.Harrison,Shamley,tv,susp,,,ArH114
The Doubtful Doctor,1960,,J.Harrison,Shamley,tv,romt,,NYC,ArH115
The Baby Blue Expression,1960,,Hitchcock,Shamley,tv,susp,,,ArH116
A Woman's Help,1961,,J.Harrison,Shamley,bnw,susp,,,ArH117
Make my Deathbed,1961,,Hitchcock,Shamley,tv,susp,,,ArH118
The Americanization of Emily,1964,,,,,dram,,,ArH204
Mamie,1966,,,,col,comd,,,ArH205
The Klansmen,1968,,,,col,dram,,,ArH205
The Out-of-Towners,1970,,Paul Nathan,Paramount,mlab,comd,H,NYC,ArH207
Love Story,1970,,,,,,,,ArH208
Plaza Suite,1971,,,,,,,,ArH209
The Hospital,1971,,Howard Gottfried,U.A.,deluxe,horr,H,,ArH210
Man of La Mancha,1972,,,,,,,,ArH211
Silver Streak,1977,,Frank Yablans,Fox,deluxe,comd,H,,ArH215
The In-Laws,1979,,Alan Arkin,Warners,tcol,comd,H,,ArH216
Author; Author,1982,,,,,dram,,Greenwich village,ArH217
Making Love,1982,,Danny Melnick,Fox,deluxe,dram,H,,ArH218
Romantic Comedy,1983,,Morton Gottlieb,MGM-UA,mcol,romt,H,,ArH220
The Lonely Guy,1984,,Hiller,,,,,,ArH225
Teacher,1984,,Aaron Russo,MGM-U.A.,mcol,comd,,,ArH227
See No Evil; Hear No Evil,1989,,Marvin Worth,TriStar,tcol,comd,,NYC,ArH230
The Babe,1992,,,Universal,col,biop,,NYC,ArH236
Burn; Hollywood; Burn: An Alan Smithee Film,1998,,Esterhaz,Buena Vista,col,comd,,,ArH240
Carnival Night,1957,Ryazanov,,,,,,,ARy10
Nowhere Man,1960,,,,,,,,ARy15
Look Out For Cars,1963,,,,,,,,ARy20
Garage,1979,,,,,,,,ARy30
A Ruthless Romance,1985,,,,,,,,ARy40
Dear Elena Sergeivna,1987,,,,,,,,ARy45
A Forgotten Tune for the Flute,1987,,,,,,,,ARy50
Hold That Hypnotist,1957,Jewell,Ben Schwalb,Allied,bnw,comd,,,AuJ10
Murder; Incorporated,1957,Burt Balaban,Stuart Rosenberg,Fox,cs,dram,H,NYC,BbB3
The Deadly,1957,D.Taylor,Hitchcock,Shamley,tv,susp,,,DTa100
The Right Kind of House,1958,,Hitchcock,Shamley,tv,susp,,,DTa101
Fatal Figures,1958,,Hitchcock,Shamley,tv,susp,,,DTa102
Listen! Listen!,1958,,Hitchcock,Shamley,tv,susp,,,DTa103
The Crocodile Case,1958,,J.Harrison,Shamley,tv,susp,,,DTa104
Total Loss,1959,,Hitchcock,Shamley,tv,susp,,,DTa105
Invitation to an Accident,1959,,Hitchcock,Shamley,tv,susp,,,DTa106
Ride the Wild Surf,1964,,Art Napoleon,Columbia,ecol,romt,H,,DTa150
Great Scout and Cathouse Thursday,1976,,David Korda,AIP,tcol,west,H,,DTa210
The Island of Dr. Moreau,1977,,John TempleSmith,AIP,mlab,advt,H,,DTa211
Damien: Omen II,1978,,Harvey Bernard,Fox,deluxe,horr,H,,DTa212
The Final Countdown,1980,,Peter Vincent Douglas,U.A.,tv,s.f.,H,Pearl Harbor,DTa215
Oedipus the King,1985,,,BBC,tv,dram,,,DTa220
Oedipus at Colonus,1985,,,BBC,tv,dram,,,DTa221
Antigone,1985,,,BBC,tv,dram,,,DTa222
Le Dos Au Mur,1958,Molinaro,,Gaumont,bnw,susp,,,EMo5
Girls for the Summer,1960,,,,,,,,EMo10
The Gentle Art of Seduction,1964,,,,,,,,EMo15
Dracula; Pere et fils,1976,,Alain Poire,Quarter Films,,horr,,,EMo17
La Cage Au Folles,1978,,Marcello Danon,U.A.,ecol,comd,AAN,,EMo20
La Cage Au Folles II,1980,,Marcello Danon,U.A,tcol,comd,H,,EMo25
Sunday Lovers,1980,,,,,,,,EMo30
Beaumarchais l'insolent,1996,,,,,comd,,,EMo40
El Vampiro,1957,Mendez,Abel Salazar,K.Gordon Murray ,bnw,horr,,,FMe10
El Ataud del Coffin,1958,,Abel Salazar,K.Gordon Murray ,bnw,horr,,,FMe12
La Sfida,1957,Rosi,,,,,,,FrR1
The Moment of Truth,1964,,,,,,,,FrR8
More Than a Miracle,1968,,,,,,,,FrR11
Christ Stopped at Eboli,1979,,Nicola Carraro,Gaumont,col,dram,H,,FrR17
Carmen,1984,,Patrice Ledoux,Gaumont,ecol,musc,H,,FrR20
Dimenticare Palermo,1990,,,,,,,,FrR25
Vicious Circle,1957,G.Thomas,,,,,,,GTh5
Carry On Sergeant,1958,,Peter Rogers,Anglo Amalgamated,bnw,comd,H,,GTh10
Carry On Nurse,1959,,Peter Rogers,,,comd,,,GTh12
Carry On Teacher,1960,,Peter Rogers,,,comd,,,GTh14
Carry On Constable,1960,,Peter Rogers,,,comd,,,GTh16
Carry On Regardless,1961,,Peter Rogers,,,comd,,,GTh18
Carry On Cruising,1961,,Peter Rogers,,,comd,,,GTh20
Carry On Cabby,1962,,Peter Rogers,,,comd,,,GTh22
Twice Round the Daffodils,1962,,Peter Rogers,,,comd,,,GTh23
Carry On Jack,1964,,Peter Rogers,,,comd,,,GTh24
Carry On Spying,1964,,Peter Rogers,,,comd,,,GTh26
Carry On Cleo,1964,,Peter Rogers,,,comd,,,GTh28
Carry On Cowboy,1966,,Peter Rogers,,,comd,,,GTh30
Carry On Screamming,1966,,Peter Rogers,,,comd,,,GTh32
Follow that Camel,1967,,Peter Rogers,,,comd,,,GTh36
Don't Loose Your Head,1966,,Peter Rogers,,,comd,,,GTh37
Carry On Doctor,1967,,Peter Rogers,,,comd,,,GTh38
Carry On Up The Khyber,1968,,Peter Rogers,,,comd,,,GTh40
Carry On Camping,1968,,Peter Rogers,,,comd,,,GTh42
Carry On Again Doctor,1969,,Peter Rogers,,,comd,,,GTh44
Carry On Loving,1970,,Peter Rogers,,,comd,,,GTh46
Carry On Up the Jungle,1970,,Peter Rogers,,,comd,,,GTh48
Carry On Henry,1971,,Peter Rogers,,,comd,,,GTh50
Carry On At Your Convenience,1971,,Peter Rogers,,,comd,,,GTh52
Carry On Matron,1972,,Peter Rogers,,,comd,,,GTh54
Carry On Abroad,1972,,Peter Rogers,,,comd,,,GTh55
Carry On Girls,1973,,Peter Rogers,,,comd,,,GTh56
Carry On Dick,1974,,Peter Rogers,,,comd,,,GTh57
Carry On Behind,1974,,Peter Rogers,,,comd,,,GTh58
Carry On England,1976,,Peter Rogers,,,comd,,,GTh60
Carry On Emanuelle,1977,,Peter Rogers,,,comd,,,GTh62
The Young Stranger,1957,Frankenheimer,,,,,,,IFr1
The Manchurian Candidate,1962,,Koch,U.A.,bnw,susp,VIP,,IFr4
Birdman of Alcatraz,1962,,St.Milar,,,dram,AAN,S.F.,IFr5
Seven Days in May,1964,,Frankenheimer,Seven Arts,bnw,susp,H,Washington,IFr6
The Train,1965,,,,bnw,actn,,,IFr7
Seconds,1966,,Edward Lewis,Paramount,bnw,horr,H,Scarsdale,IFr8
Grand Prix,1967,,,,,,,,IFr9
The Train,1969,,,U..A,bnw ,,,,IFr10
The Gypsy Moths,1969,,Bobby Roberts,MGM,mcol,advt,H,,IFr12
Impossible Object,1973,,,,col,dram,,,IFr14
The Iceman Cometh,1973,,,,,,,,IFr15
The French Connection II,1975,,Philip D'Antoni,Fox,deluxe,,,,IFr18
Black Sunday,1976,,,,,actn,,,IFr19
Prophecy,1979,,Robert L. Rosen,Paramount,mlab,s.f.,H,,IFr25
The Challenge,1982,,Lyle Poncher,CBS,ecol,actn,H,,IFr30
Cat Chaser,1984,,,,col,,,,IFr32
Stick,1984,,,,col,,,,IFr33
52 Pickup,1986,,Henry T. Weinstein,Cannon,tv,actn,H,,IFr35
Year of the Gun,1991,,Edward Pressman,,col,actn,VIP,Rome,IFr40
Brainscan,1996,,,,col,,,,IFr50
The Island of Dr.Moreau,1996,,Edward R.Pressman,New Line,,,,,IFr51
Ronin,1998,,Frank Macusi jr.,U.A.,,susp,,Paris,IFr52
Rodan,1957,Honda,Tanaka,DCA,col,horr,,,InH2
Godzilla; King of the Monsters,1964,,Tanaka,AIP,col,s.f.,,,InH8
Godzilla vs. the Thing,1964,,Tanaka,AIP,col,s.f.,,,InH15
Ghidrah; The Three-Headed Monster,1965,,Tanaka,Toho,col,s.f.,,,InH18
War of the Monsters,1966,,,,,fant,,,InH20
Godzilla's Revenge,1969,,Tanaka,Toho,col,s.f.,,,InH25
Under Fire,1957,J.B.Clark,,,,,,,JBC2
Sierra Baron,1958,,,,,,,,JBC3
The Sad Horse,1960,,,,,,,,JBC6
A Dog of Flanders,1960,,,,,,,,JBC10
A Foot in Hell,1960,,,,,,,,JBC12
The Big Show,1960,,Ted Sherdiman,API,cs,dram,H,,JBC14
Misty,1961,,,,,,,,JBC16
Flipper,1963,,,,,,,,JBC18
Island of the Blue Dolphins,1964,,,,,,,,JBC20
My Side of the Mountain,1968,,,,,,,,JBC24
Debbie does Dallas,1969,,J.B.Clark,,col,18+,,Dallas,JBC27
The Little Ark,1971,,,,,,,,JBC30
Flipper,1996,,,,col,advt,,,JBC55
The System,1964,Winner,,,,,,,MiW10
The Jokers,1966,,Ben Arbeid,Universal,tcol,comd,H,London,MiW12
I'll Never Forget Whatshisname,1967,,,,,,,,MiW13
Lawman,1970,,,,,,,,MiW16
The Nightcomer,1970,,,,,,,,MiW18
The Mechanic,1972,,,U.A.,tcol,actn,H,,MiW20
Chato's Land,1972,,Winner,Scimitar,col,west,,,MiW21
Death Wish,1974,,Michael Winner,Paramount,tcol,actn,H,NYC,MiW22
Won Ton Ton; The Dog Who Saved Hollywood,1976,,David V. Picker,Paramount,col,,,,MiW23
Sentinel,1976,,,,,,,,MiW27
The Big Sleep,1978,,Elliot Kastner,ITC,deluxe,susp,H,,MiW30
The Stone Killer,1980,,,,,,,,MiW35
Death Wish II,1982,,,,,,,,MiW40
Wicked Lady,1983,,,Cannon,col,comd,H,,MiW43
Davy,1957,Relph,,,,,,,MRe5
Rockets Galore,1957,,Dearden,Rank,tcol,comd,H,,MRe7
Katzgraben,1957,Wekwerth,,Berliner Ensemble,,dram,,,MWe10
Die Mutter,1958,,,Berliner Ensemble,,dram,,,MWe12
Mutter Courage und Ihre Kinder,1961,,,Berliner Ensemble,,dram,,,MWe15
Three Fugitives,1957,Acub,,,,,,,NAA10
The Vampire,1957,Landres,Jules Levy,U.A.,bnw,horr,,,PLd10
The Girl in the Kremlin,1957,Birdwell,Zugsmith,Universal,bnw,dram,,,RuB10
The Green Man,1957,R.Day,Gilliat,BL,bnw,comd,H,,RDa1
First Man Into Space,1958,,Charles F. Vetter jr.,MGM,bnw,s.f.,,,RDa3
Two-Way Stretch,1960,,M.Smedley Ashton,British Lion,bnw,comd,H,,RDa5
Tarzan the Magnificent,1960,,,,col,advt,,,RDa6
Operation Snatch,1962,,,,,,,,RDa8
Tarzan's Three Challenges,1964,,Sy Weintraub,MGM,col,advt,,,RDa9
She,1965,,,,,advt,,,RDa10
Tarzan and the Valley of Gold,1966,,Sy Weintraub,AIP,col,advt,,,RDa11
Tarzan and the Great River,1967,,Sy Weintraub,Paramount,col,advt,,,RDa12
Tarzan and the Jungle Boy,1968,,Robert Day,Paramount ,col,advt,,,RDa14
Initiation of Sarah,1978,,,,,,,,RDa21
The Grass is Always Greener over the Septic Tank,1978,,,,tv,comd,,,RDa22
Murder by Natural Causes,1979,,,,tv,comd,,,RDa23
The Man With Bogart's Face,1980,,Melvin Simon,Fox,cfcol,comd,H,,RDa25
The Great Impostor,1961,Mulligan,Robert Arthur,U-I,bnw,biop,H,,RMu5
To Kill a Mockingbird,1962,,,,,dram,,,RMu6
The Spiral Road,1962,,Robert Arthur,U-I,ecol,dram,H,,RMu7
Love With the Proper Stranger,1964,,,,,,,,RMu17
Baby; The Rain Must Fall,1965,,,,,,,,RMu18
Inside Daisy Clover,1965,,,,col,,,Hollywood,RMu19
Up the Down Staircase,1967,,Pakula,Warners,tcol,dram,H,,RMu25
Summer of '42,1971,,,,,,,,RMu33
Same Time Next Year,1978,,Walter Mirisch,Universal,col,comd,H,,RMu37
Bloodbrothers,1978,,Stephen Friedman,Warners,tcol,dram,H,,RMu41
Kiss Me Goodbye,1983,,Mulligan,Fox,deluxe,romt,H,,RMu46
The Man in the Moon,1991,,,MGM-U.A.,col,romt,,,RMu50
The Leather Boys,1963,Furie,Raymond Stross,British Lion,cs,dram,H,,SJF9
The Ipcress File,1965,,Saltzman,,,,,,SJF11
Lady Sings the Blues,1972,,James S. White,Paramount,ecol,dram,H,,SJF17
Hit!,1976,,,Paramount,col,actn,,,SJF19
Gable and Lombard,1976,,,,,biop,,,SJF20
The Boys in Company C,1977,,,,,,,,SJF21
The Entity,1982,,,,,horr,,,SJF22
Purple Hearts,1984,,,,,,,,SJF23
Twelve Angry Men,1957,Lumet,Reginald Rose,U.A.,bnw,dram,AAN,,SL1
That Kind of Woman,1959,,,Paramount,bnw,romt,H,,SL3
The Fugitive Kind,1960,,,,,,,,SL4
A View from the Bridge,1961,,Paul Graetz,Transcontinental,bnw,dram,H,Brooklyn,SL5
Fail Safe,1964,,Max E. Youngstein,Columbia,bnw,dram,H,,SL7
The Pawnbroker,1965,,,,,,,,SL8
The Hill,1965,,,,,,,,SL9
The Group,1965,,Sidney Buchman,Famous,deluxe,dram,H,Vassar,SL10
Bye Bye Braverman,1968,,Lumet,Warners,col,comd,H,Brooklyn,SL14
The Appointment,1969,,Martin Poll,MGM,col,dram,H,Rome,SL15
The Anderson Tapes,1971,,Robert M. Weitman,Columbia,tcol,susp,H,,SL19
Serpico,1973,,Bregman,DeLaurentiis,col,actn,H,NYC,SL20
Murder on the Orient Express,1974,,Richard Goodwin,EMI Elstree,tcol,susp,H,,SL21
Dog Day Afternoon,1975,,Bregman,,,dram,,NYC,SL22
Network,1976,,Howard Gottfried,MGM-U.A.,col,,VIP,,SL23
Just Tell Me What You Want,1980,,,,,,,,SL26
The Wiz,1978,,,,,,H,,SL29
Prince of the City,1981,,Jay Presson Allen,Orion,tcol,docu,H,NYC,SL33
The Verdict,1982,,D.Brown,Fox,tcol,docu,H,,SL35
Death Trap,1982,,Burt Harris,Warners,tcol,,H,,SL37
Daniel,1983,,John VanRyssen,World Film Services,tcol,docu,H,,SL39
The Morning After,1986,,,,,dram,,L.A.,SL44
Family Business,1989,,,,,dram,,,SL49
Running on Empty,1989,,,Warners,tcol,dram,,,SL50
Q and A,1990,,,Warners,tcol,,,,SL52
The Maid,1991,,,Jaguar,col,romt,,Paris,SL53
A Stranger Among Us,1992,,,,col,,,NYC,SL54
Guilty as Sin,1993,,Ransohoff,Hollywood Pictures,col,susp,,,SL56
Night Falls on Manhattan,1996,,,Paramount,col,dram,,NYC,SL59
Critical Care,1997,,,,col,comd,,,SL60
Gloria,1999,,,,,dram,,,SL62
The Last Train Wreck,1957,Spielberg,,,bnw,,,,SS00
Fighter Squad,1960,,,,bnw,advt,,,SS01
Time Again,1963,,,,col,dram,,,SS02
Escape to Nowhere,1962,,,,col,dram,VIP,,SS03
Firelight,1964,,,,col,s.f.,,,SS04
Amblin',1969,,,,,,,,SS1
Duel,1971,,,,tv,susp,,,SS2
Something Evil,1972,,,Universal,tv,,,,SS3
Savage,1972,,,Universal,tv,,,,SS4
The Sugarland Express,1973,,D.Brown,Universal,tcol,advt,H,,SS5
Jaws,1975,,William S. Gilmore jr.,Universal,tcol,susp,AAN,Amity,SS6
Close Encounters of the Third Kind,1975,,Michael Philips,Columbia,ecol,s.f.,H,,SS7
1941,1979,,,,,comd,H,L.A.,SS8
Raiders of the Lost Ark,1981,,F.Marshall,G.Lucasfilm,mcol,advt,H,Tunis,SS9
E.T.,1983,,Kathleen Kennedy,MCA,deluxe,fant,AA,,SS10
Twilight Zone,1983,,Spielberg,,col,fant,RE,,SS11
Indiana Jones and the Temple of Doom,1984,,G.Lucas,,deluxe,,H,,SS12
The Color Purple,1985,,Peter Guber,Warners,deluxe,dram,AAN,,SS13
Empire of the Sun,1987,,,,col,,NBRdir,,SS15
Indiana Jones and the Last Crusade,1989,,Robert Watts,Lucasfilm,col,advt,,Berlin,SS18
Indiana Jones and the Holy Grail,1990,,,Lucasfilm,col,advt,,,SS19
Always,1990,,,,col,fant,,,SS20
Hook,1991,,Geral A. Molen,Tristar,col,fant,,,SS21
Jurassic Park,1993,,Gerald R. Molen,Universal,col,s.f.,AFI,,SS24
Schindler's List,1993,,Brandon?,Universal,bnw,docu,AAN,Krakow,SS26
To Wong Foo; Thanks for Everything; Julie Newmar,1995,,,,,,,,SS29
The Lost World: Jurrasic Park,1997,,,Universal,col,s.f.,,,SS32
Amistad,1997,,,DreamWorks,col,docu,,,SS33
Saving Private Ryan,1998,,Ian Bryce,DreamWorks,col,dram,AA,Omaha Beach,SS34
The Woman Who Turned to Salt,1958,Siliphant,Hitchcock,Shamley,tv,susp,,,SSi115
Rock; Rock; Rock,1957,W.Price,,,,musc,,,WPr10
Mother India,1957,Mehboob,,Mehboob productions,tcol,dram,AAN,,xMb10
Kuchizuki,1957,Masumura,,,,,,,YMa1
Seisaku no Tsuma,1965,,,,,,,,YMa15
Adelaide,1957,UnYear57,,,,,,,Z5710
Nathan Detroit,1957,,,,,,,,Z5720
Far Behind Enemy Lines,1957,,,,,,,,Z5730
Stage Struck,1957,,,,,,,,Z5735
Horror of the Black Museum,1958,Crabtree,,,bnw,horr,,,ACt8
Fiend Without a Face,1958,,John Croydon,MGM,bnw,s.f.,,,ACt10
Saint Louis Blues,1958,A.Reisner,Robin Smith,Paramount,bnw,biop,,St.Louis,AlR1
Too Much Too Soon,1958,Napoleon,Blanke,Warners,bnw,biop,H,,AN10
The Buccaneer,1958,Quinn,deMille,,col,epic,H,,AnQ10
The Left Handed Gun,1958,A.Penn,,,,west,,,ArP1
The Miracle Worker,1962,,,,,,,,ArP2
The Chase,1966,,Sam Spiegel,Columbia,col,dram,H,,ArP4
Bonnie and Clyde,1967,,Beatty,Seven Arts,tcol,cnr,AAN,,ArP5
Alice's Restaurant,1969,,,,,,,,ArP6
Little Big Man,1970,,Hiller,Stockbridge,col,west,,,ArP10
Night Moves,1975,,Robert M. Sherman,Warners,tcol,myst,H,,ArP15
The Missouri Breaks,1976,,Elliott Kastner,U.A.,deluxe,west,H,,ArP16
The Miracle Worker,1979,,Fred Coe,U.A.,bnw,biop,H,,ArP18
Four Friends,1981,,,,,,,,ArP20
Thunder Road,1958,Ripley,Mitchum,U.A.,bnw,actn,,,AtR10
Maria,1961,Sagal,Hitchcock,Shamley,tv,susp,,,BoS50
The Test,1962,,Hitchcock,Shamley,tv,susp,,,BoS61
The Big Score,1962,,Hitchcock,Shamley,tv,susp,,,BoS62
The Helicopter Spies,1968,,,MGM,col,actn,,,BoS70
The Omega Man,1971,,Walter Seltzer,Warners,col,s.f.,,L.A.,BoS75
Rich Man; Poor Man,1976,,,ABC,tv,dram,,,BoS80
Le Beau Serge,1958,Chabrol,,,,,,,ClC1
The Cousins,1959,,,,,,,,ClC2
Marie-Chantal contre le Docteur Kha,1965,,,,,susp,,,ClC8
Ophelia,1967,,,,,,,,ClC10
Landru,1967,,,,,,,,ClC11
La femme infidele,1968,,,,,,,,ClC18
The Road to Corinth,1968,,,,,,,,ClC19
Les Biches,1968,,Andre Genoves,La Boetie,ecol,dram,H,St.Tropez,ClC20
La Femme Infidele,1969,,,,,susp,,,ClC21
Le Boucher,1970,,,,,dram,,,ClC24
Ophelia,1973,,,,,,,,ClC31
Une Partie de Plaisir,1975,,Andre Genoves,La Boetie,col,dram,,,ClC35
Alice,1977,,,,,,,,ClC38
The Cry of the Owl,1987,,,,,susp,,,ClC45
Stille Tage in Clichy,1990,,,,,dram,,Paris,ClC49
Story of Women,1990,,,,,biop,,,ClC50
La Ceremonie,1997,,,,col,dram,,,ClC57
The Swindle,1998,,,,,,,,ClC58
Merci pour le Chocolat,2000,,,,,,,,ClC60
To Catch a Butterfly,1963,Rich,Hitchcock,Shamley,tv,susp,,,DLR3
