stagename,dowstart,dowend,lname,fname,gender,dob,dod,roletype,origin
Bette Midler,1965,1982,Midler,Bette,F,1944,1984,diminutive; brassy; vulgar,Am
Toshiro Mifune,1948,1982,Mifune,Toshiro,M,1920,1997,versatile; ferocious style,Ja
Tatsuta Mihashi,,,,,F,,1992,unknown,Ct
Mark Mikulski,,,,,M,,1992,unknown,Ct
Mario Milano,,,,,M,,1992,unknown,Ct
Bernard Miles,1932,1969,Miles,Sir Bernard,M,1907,1991,slow-speaking; countryfolk,Br
Joanna Miles,1975,1975,Miles,Joanna,F,1949,1984,lead,Am
Kelly Miles,,,,,,,1992,unknown,Ct
Lillian Miles,,,,,F,,1992,unknown,Ct
Peter Miles,1944,1968,Perreau,Gerald,M,1938,1984,child,Am
Sarah Miles,1962,1982,Miles,Sarah,F,1941,1984,vivacious lead,Br
Sherry Miles,,,,,F,,1992,unknown,Ct
Sylvia Miles,1961,1978,Miles,Sylvia,F,1926,1984,character,Am
Vera Miles,1952,1983,Ralston,Vera,F,1929,1984,dependable,Am
Kim Milford,,,,,F,,1992,unknown,Ct
Penelope Milford,,,,,F,,1992,unknown,Ct
Tomas Milian,1966,1979,Milian,Tomas,M,1938,1984,character; spaghetti westerns,It
John Miljan,1923,1955,Miljan,John,M,1893,1960,suave villain,Am
Ray Milland,1929,1959,Truscott-Jones,Reginald,M,1905,1986,likeable light,Br
Ray Millard,,,,,M,,1992,unknown,Ct
Ann Miller,1937,1956,Collier,Johnny Lucy Ann,F,1919,2004,long-legged dancer,Am
Barry Miller,,,,,M,,1992,unknown,Ct
David Miller,,, Miller,David,M,1909,1984,unknown,Am
Denny Miller,1959,1978,Miller,Denny,M,,,athletic,Am
Dick Miller,1955,1981,Miller,Dick,M,1928,1984,supporting,Am
Eve Miller,,,,,F,,1992,unknown,Ct
Frank Miller,,,,,M,,1992,unknown,Ct
Glenn Miller,1942,1953,Miller,Glenn,M,1904,1944,bandleader,Am
Jason Miller,1974,1982,Miller,Jason,M,1939,2001,unknown,Am
Kathleen Miller,,,,,F,,1992,unknown,Ct
Linda Miller,,,,,F,,1992,unknown,Ct
Mandy Miller,1951,1958,Miller,Mandy,F,1944,1984,child,Br
Mark Miller,,,,,M,,1992,unknown,Ct
Marvin Miller,1945,1960,Mueller,M.,M,1913,1992,tough guy,Am
Max Miller,1932,1943,Sargent,Harold,M,1895,1963,ribald comedian,Br
Patsy Ruth Miller,1918,1951,Miller,Patsy Ruth,F,1905,1984,lead,Am
Penelope Ann Miller,1987,1993,Miller,Penelope Ann,F,,1984,charming,
Seton I. Miller,1930,1957,Miller,Seton I.,M,1902,1974,silent,Am
Walter C. Miller,1912,1940,Miller,Walter C.,M,1892,1940,lead,Am
Andra Millian,,,,,F,,1992,unknown,Ct
Spike Milligan,1956,1983,Milligan,Spike,M,1918,1984,comedian,Ir
Donna Mills,1967,1978,Mills,Donna,F,,,lead,Am
Hayley Mills,1959,1981,Mills,Hayley,F,1946,1984,tomboy; cute,Br
John Mills,1932,1996,Mills,Sir John,M,1908,1984,stiff upper lip,Br
Juliet Mills,1961,1974,Mills,Juliet,F,1941,1984,lead,
Mort Mills,1960,,,,M,,1992,unknown,Ct
Martin Milner,1947,1967,Milner,Martin,M,1927,1984,general purpose,Am
Josh Milrad,,,,,M,,1992,unknown,Ct
Billy Milton,1930,1968,Milton,Billy,M,1905,1984,light,Br
Yvette Mimieux,1960,1978,Mimieux,Yvette,F,1939,1984,lead,Am
Esther Minciotti,1949,1957,Minciotti,Esther,F,1883,1962,character,Am
Silvio Minciotti,1949,1955,Minciotti,Silvio,M,1883,1961,character,Am
Sal Mineo,1955,1971,Mineo,Sal,M,1939,1976,diminutive,Am
Jan Miner,,,,,F,,1992,unknown,Ct
Liza Minnelli,1967,1977,Minelli,Liza,F,1946,1984,gamine,Am
Mary Miles Minter,1912,1923,Reilly,Juliet,F,1902,1984,silent,Am
Emile Minty,,,,,,,1992,unknown,Ct
MiouMiou,1971,1988,,,F,1950,1984,sensual,Fr
Irene Miracle,,,,,F,,1992,unknown,Ct
Carmen Miranda,1940,1953,deCunha,Maria de Carmo Miranda,F,1913,1955,bombshell dancer,Po
Isa Miranda,1938,1975,Sanpietro,Ines Isabella,F,1905,1982,unknown,It
Helen Mirren,1967,1994,Miren,Helen,F,1926,1984,frightening,Br
Cameron Mitchell,1945,1975,Mizell,Cameron,M,1918,1994,rugged westerner,Am
Channing Mitchell,,,,,M,,1992,unknown,Ct
Donna Mitchell,,,,,F,,1992,unknown,Ct
Duke Mitchell,,,,,M,,1992,unknown,Ct
Grant Mitchell,1931,1948,Mitchell,Grant,M,1874,1957,worried,Am
Julien Mitchell,1936,1954,Mitchell,Julien,M,1884,1954,unknown,Br
Leigh Mitchell,,,,,,,1992,unknown,Ct
Mary Mitchell,,,,,F,,1992,unknown,Ct
Millard Mitchell,1940,1953,Mitchell,Millard,M,1900,1953,rangy; nasal-voiced,Am
Thomas Mitchell,1923,1958,Mitchell,Thomas,M,1892,1962,character,Ir
Warren Mitchell,1960,1977,Mitchell,Warren,M,1926,1984,character,Br
Yvonne Mitchell,1948,1976,Joseph,Yvonne,F,1925,1976,unknown,Am
Chris Mitchum,,, Mitchum,Christopher,M,,1984,unknown,Ct
James Mitchum,1958,1976,Mitchum,James,M,1938,1984,unknown,Am
John Mitchum,,,,,M,,1992,unknown,Ct
Robert Mitchum,1943,1988,Mitchum,Robert,M,1917,1997,sleepy-eyed tough,Am
Tom Mix,1910,1933,Mix,Tom,M,1880,1940,marshall,Am
Nobuko Miyamoto,,,,,M,,1992,unknown,Ct
Jayne Modean,,,,,F,,1992,unknown,
Matthew Modine,,,,,M,,1992,unknown,
Gaston Modot,1921,1959,Modot,Gaston,M,1887,1970,character,Fr
Grace `Bambi' Moehrle,,,Moehrle,Grace,F,1960,1984,unknown,Ct
Donald Moffat,,,,,M,,1992,unknown,
Graham Moffatt,1938,1963,Moffatt,Graham,M,1919,1965,impertinent fat boy,Br
Sharyn Moffett,1944,1951,Moffett,Sharyn,F,1936,1984,child,Am
Gerald Mohr,1941,1968,Mohr,Gerald,M,1914,1968,suave,Am
Angela Molina,,,,,F,,1992,unknown,
Georgia Moll,,,,,F,,1992,unknown,
Henry Mollison,1931,,Mollison,Henry,M,,1984,unknown,Br
Pierre Mondy,1949,1980,Cuq,Pierre,M,1925,1984,unknown,Fr
Marilyn Monroe,1948,1961,Baker (Mortenson),Norma Jean,F,1926,1962,lively,Am
Tony Monsanto,,,,,M,,1992,unknown,
Lee Montague,1959,1978,Montague,Lee,M,1927,1984,unknown,Br
Carlos Montalban,,,,,M,,1992,unknown,
Ricardo Montalban,1947,1982,Montalban,Ricardo,M,1920,1984,lead,Me
Bull Montana,1919,1929,Montagna,Luigi,M,1887,1950,strong man,It
Yves Montand,1946,1987,Levi,Ivo,M,1921,1991,romantic singer,It
Lenny Montano,,,,,M,,1992,unknown,Ct
Joe Montegna,,,,,M,,1992,unknown,
Maria Montez,1941,1951,deSanto Silas,Maria,F,1919,1951,exotic lead,Am
M.J. Montfajon,,,,,M,,1992,unknown,
Belinda J. Montgomery,1970,1978,Montgomery,Belinda,F,1950,1984,lead,Am
Douglass Montgomery,1930,1948,Montgomery,Robert Douglass,M,1907,1966,lead,Ca
Elizabeth Montgomery,1955,1981,Montgomery,Elizabeth,F,1933,1984,attractive wife,Am
George Montgomery,1939,1967,Letz,George M.,M,1916,1984,genial lead,Am
Julie Montgomery,,,,,F,,1992,unknown,
Robert Montgomery,1929,1950,Montgomery,Henry,M,1904,1981,smart,Br
Jim Moody,,,,,M,,1992,unknown,
Ron Moody,1959,1979,Moodnick,Ronald,M,1924,1984,character comedian,Br
Keith Moon,,,,,M,,1992,unknown,
Alvy Moore,,,,,M,,1992,unknown,
Barry Moore,,,,,M,,1992,unknown,
Candy Moore,,,,,F,,1992,unknown,
Colleen Moore,1917,1934,Morrison,Kathleen,F,1900,1988,lead; silent,Am
Constance Moore,1938,1961,Moore,Constance,F,1919,1984,lead,Am
Demi Moore,1982,1992,Moore,gn,F,,1963,sexy,Am
Dennis Moore,,,,,M,,1992,unknown,
Dickie Moore,1926,1952,Moore,Dickie,M,1925,1984,child,Am
Dudley Moore,1966,1984,Moore,Dudley,M,1935,2002,pianist; comedian,Am
Eileen Moore,,,,,F,,1992,unknown,Ct
Eva Moore,1922,1946,Moore,Eva,F,1870,1955,unknown,Br
Grace Moore,1930,1940,Moore,Grace,F,1901,1947,operatic singer,Am
Ida Moore,1925,1958,Moore,Ida,F,1883,1964,character,Am
Juanita Moore,1952,1974,Moore,Juanita,F,1922,1984,character,Am
Julianne Moore,1990,1997,Moore,Julianne,F,1961,1984,character,Am
Kenny Moore,,,,,M,,1992,unknown,
Kieron Moore,1944,1967,O'Hanrahan,Kieron,M,1925,1984,hangdog,Ir
Mary Tyler Moore,1961,1982,Moore,Mary Tyler,F,1936,1984,lead,Am
Matt Moore,1913,1945,Moore,Matt,M,1888,1960,silent,Am
Owen Moore,1909,1933,Moore,Owen,M,1887,1939,unknown,Am
Robert Moore,1970,,Moore,Robert,M,1927,1984,pathetic,Am
Roger Moore,1954,1971,Moore,Roger,M,1928,1984,detective hero,Br
Terry Moore,1943,1978,Koford,Helen,F,1929,1984,lead,Am
Tom Moore,1914,1949,Moore,Tom,M,1883,1955,unknown,Am
Victor Moore,1915,1955,Moore,Victor,M,1876,1962,hesitant; bumbling,Am
Agnes Moorehead,1941,1973,Moorehead,Agnes,F,1906,1974,weepish; neurotic,Am
Santos Morales,,,,,M,,1992,unknown,
Erin Moran,,,,,,,1992,unknown,
Gerard Moran,,,,,M,,1992,unknown,
Lois Moran,1922,1954,Moran-Young,Lois,F,1909,1990,romantic,Am
Polly Moran,1929,1949,Moran,Polly,F,1884,1952,vaudeville comedienne,Am
Kenneth More,1935,1978,More,Kenneth,M,1914,1982,breezy,Br
Jeanne Moreau,1955,1980,Moreau,Jeanne,F,1928,1984,intellectual,Fr
Agnes Morehead,,,,,F,,1992,unknown,Ct
Mantan Moreland,1938,1970,Moreland,Mantan,M,1901,1973,frightened valet,Am
Andre Morell,1938,1970,Mesritz,Andr'e,M,1909,1978,character,Br
Rina Morelli,,,,,F,,1992,unknown,Ct
Antonio Moreno,1912,1956,Moreno,Antonio,M,1886,1967,romantic,Sp
Rita Moreno,1950,1983,Alverio,Rosita Dolores,F,1931,1984,actress-dancer,PR
Cindy Morgan,,,,,F,,1992,unknown,Ct
Debbi Morgan,,,,,F,,1992,unknown,Ct
Dennis Morgan,1936,1968,Morgan,Dennis,F,1910,1984,lead,Am
Frank Morgan,1917,1950,Wupperman,Francis,M,1890,1949,character,Am
Hank Morgan,1936,,,,M,,1984,unknown,Ct
Harry Morgan,1942,1989,Bratsburg,Harry,M,1915,1984,mild-looking,Am
Helen Morgan,1929,1936,Morgan,Helen,F,1900,1941,singer,Am
Michele Morgan,1936,1977,Roussel,Simone,F,1920,1984,lead,Fr
Ralph Morgan,1931,1952,Wupperman,Ralph,M,1882,1956,suprise murderer,Am
Sidney Morgan,1930,,,,M,,1992,unknown,Ct
Stafford Morgan,,,,,M,,1992,unknown,Ct
Terence Morgan,1948,1964,Morgan,Terence,M,1921,1984,lead,Br
Cathy Moriarty,,,,,F,,1992,unknown,Ct
Michael Moriarty,,,,,M,,1992,unknown,Ct
Patricia Morison,1939,1960,Morison,Eileen,F,1915,1984,sulky,Am
Lucilla Morlacchi,,,,,F,,1992,unknown,Ct
Gaby Morlay,1913,1958,Fumoleau,Blanche,F,1897,1964,character,Fr
Karen Morley,1931,1951,Linton,Mildred,F,1905,1984,lead,Am
Robert Morley,1938,1982,Morley,Robert,M,1908,1992,portly,Br
Chester Morris,1929,1970,Morris,Chester,M,1901,1970,jut-jawed,Am
Garrett Morris,,,,,M,,1992,unknown,Ct
Glenn Morris,1938,,,,M,,1992,Tarzan,Ct
Greg Morris,1964,1980,Morris,Greg,M,1934,1984,black,Am
Howard Morris,1962,1969,Morris,Howard,M,1919,1984,unknown,Am
Lana Morris,1947,1970,Morris,Lana,F,1930,1984,lead,Br
Mary Morris,1934,1934,Morris,Mary,F,1895,1970,lead,Am
Mary Morris,1938,1951,Morris,Mary,F,1915,1988,character,Br
Wayne Morris,1936,1958,deWayne Morris,Bert,M,1914,1959,lead,Am
Barbara  Morrison,1966,,Morrison,Barbara,F,1908,1992,madam,Br
Shelley Morrison,,,,,,,1992,unknown,Ct
David Morrissey,1992,,Morrissey,David,M,19bb,1995,character,Ct
Doretta Morrow,1952,1952,Marano,Doretta,F,1925,1968,unknown,Am
Carrie Ann Morrow,,,Morrow,Carrie Ann,F,1975,1984,unknown,Am
Jeff Morrow,1953,1958,Morrow,Jeff,M,1913,1984,mature,Am
Jo Morrow,1956,1973,Morrow,Jo,F,1940,1984,lead,Am
Joshua  Morrow,1994,,Morrow,Joshua,M,1975,1984,unknown,Am
 Carrie Ann  Morrow,,,Morrow,Carrie Ann,M,1975,1984,unknown,Am
Vic Morrow,1955,1983,Morrow,Vic,M,1932,1982,muttering juvenile,Am
Barry Morse,1942,1983,Morse,Barry,M,1919,1984,lead,Br
David Morse,,,,,M,,1992,unknown,Ct
Gary Morse,,,,,M,,1992,unknown,Ct
Helen Morse,1975,1982,Morse,Helen,F,,,lead,Au
Hilary Morse,,, Morse,Hilary,F,,,unknown,Am
Robert Morse,1958,1970,Morse,Robert,M,1931,1984,befuddled innocent,Am
Clive Morton,1932,1967,Morton,Clive,M,1904,1975,straight-faced,Br
Maurice Moscovitch,1936,1940,Maaskoff,Morris,M,1871,1940,character,Am
Ivan Mosjoukine,1911,1936,Mosjoukine,Ivan,M,1889,1939,of old school,Ru
Roger Mosley,1972,1979,Mosley,Roger E.,M,,,character,Am
Arnold Moss,1947,1967,Moss,Arnold,M,1910,1984,character,Am
Joshua Mostel,,,,,M,,1992,unknown,Ct
Zero Mostel,1950,1976,Mostel,Zero,M,1915,1977,heavyweight comedian,Am
Judy Motulsky,,,,,F,,1992,unknown,Ct
John MoulderBrown,1969,1982,Moulder Brown,John,M,1945,1984,intense roles,Br
Peggy Mount,1954,1968,Mount,Peggy,F,1916,1984,character,Br
Mickey Mouse,,,,,A,19bb,1995,jolly cartoon character,Am
Jane Movak,,,,,F,,1992,unknown,Ct
Movita,1935,1936,Castaneda,Movita,F,1915,1984,exotic,Me
Alan Mowbray,1931,1960,Mowbray,Alan,M,1893,1969,imperious-mannered,Br
Patrick Mower,1969,1981,Mower,Patrick,M,1940,1984,lead,Br
Leonard Mudie,1932,1959,Cheetham,Leonard M.,M,1884,1965,character,Br
Cookie Mueller,,, Mueller,Dorothy,F,1939,1989,underground,Am
Elizabeth Mueller,1956,1959,Mueller,Elizabeth,F,1926,1984,lead,Zw
Armin MuellerStahl,1989,1994,Mueller-Stahl,Armin,M,1930,1992,serious,Ge
Esther Muir,1931,1942,Muir,Esther,F,1895,1984,hard-faced blonde,Am
Gavin Muir,1936,1959,Muir,Gavin,M,1907,1972,quiet-spoken villain,Am
Madhabi Mukherjee,1950,1995,Mukherjee,Madhuri,F,1942,1992,devoted wife,In
Jean Muir,1934,1944,Fullerton,Jean Muir,F,1911,1984,lead,Am
G.H. Mulcaster,1943,1950,Mulcaster,G.H.,M,1891,1964,formal types,Br
Diana Muldaur,1968,1981,Muldaur,Diana,F,1943,1984,sensitive-looking,Am
Jack Mulhall,1917,1936,Mulhall,Jack,M,1888,1979,silent lead,Am
Edward Mulhare,1955,1982,Mulhare,Edward,M,1923,1984,lead,Ir
Martin Mull,,,,,M,,1992,unknown,Ct
Jack Mullaney,1957,1972,Mullaney,Jack,M,1932,1982,easy-going,Am
Arthur Mullard,1963,1967,Mullard,Arthur,M,1910,1984,big; bluff,Br
Barbara Mullen,1942,1966,Mullen,Barbara,F,1914,1979,unknown,Ir
Renate Muller,1930,1936,Muller,Renate,F,1907,1937,lead,Ge
Richard Mulligan,1966,1980,Mulligan,Richard,M,1932,1984,lanky,Am
Billy Mumy,1961,1975,Mumy,Billy,M,,,cute child,Am
Herbert Mundin,1931,1939,Mundin,Herbert,M,1898,1939,character,Br
Meg Mundy,1956,,,,F,,1992,unknown,Ct
Paul Muni,1928,1959,Weisenfreund,Muni,M,1896,1967,distinguished,Am
Jonathan Munk,,,,,M,,1992,unknown,Ct
Caroline Munro,1971,1980,Munro,Caroline,F,1951,1984,lead,Br
Janet Munro,1957,1967,Munro,Janet,F,1934,1972,lead,Br
Partice Munsel,1953,1953,Munsel,Partice,F,1925,1984,operatic,Am
Jules Munshin,1948,1964,Munshin,Jules,M,1915,1970,rubber-limbed,Am
Ona Munson,1930,1947,Wolcott,Ona,F,1906,1955,character,Am
Irina Muravyova,,,,,F,,1992,unknown,Ct
Richard Murdoch,1939,1961,Murdoch,Richard,M,1907,1990,unknown,Am
George Murdock,,,,,M,,1992,unknown,Ct
Audie Murphy,1948,1967,Murphy,Audie,M,1924,1971,boyish,Am
Ben Murphy,1973,1983,Murphy,Ben,M,1941,1984,athletic,Am
Charlie Murphy,1993,,Murphy,Charlie,M,,1984,unknown,Ct
Donald Murphy,,,,,M,,1992,unknown,Ct
Eddie Murphy,1982,1984,Murphy,Eddie,M,1960,1984,foul-mouthed,Am
George Murphy,1934,1952,Murphy,George,M,1902,1984,amiable,Ir
Mary Murphy,1951,1972,Murphy,Mary,F,1931,1984,lead,Am
Michael Murphy,1967,1979,Murphy,Michael,M,,,general purpose,Am
Rosemary Murphy,1957,1973,Murphy,Rosemary,F,1925,1984,unknown,Am
Barbara Murray,1948,1960,Murray,Barbara,F,1929,1984,lead,Br
Bill Murray,,,,,M,,1992,unknown,Ct
Charlie Murray,1915,1915,Murray,Charlie,M,1872,1941,vaudeville comedian,Am
Brian Doyle Murray,,,,,M,,1992,unknown,Ct
Don Murray,1956,1981,Murray,Don,M,1929,1984,ambitious; cowboy,Am
James Murray,1928,1935,Murray,James,M,1901,1936,lead,Am
Ken Murray,1929,1966,Court,Don,M,1903,1984,comedy,Am
Mae Murray,1917,1931,Koenig,Marie Adrienne,F,1889,1965,silent lead,Am
Stephen Murray,1938,1963,Murray,Stephen,M,1912,1983,character,Br
Tom Murray,,,,,M,,1992,unknown,Ct
Peter MurrayHill,1938,1945,Murray-Hill,Peter,M,1908,1957,lead,Br
Tony Musante,1965,1972,Musante,Tony,M,1936,1984,character,Am
Clarence Muse,1928,1979,Muse,Clarence,M,1889,1979,character,Am
Burt Mustin,1951,1971,Mustin,Burt,M,1884,1977,comedy character,Am
Carmel Myers,1916,1945,Myers,Carmel,F,1899,1980,vamp,Am
Harry Myers,1916,1937,Myers,Harry,M,1886,1938,character,Am
Susan Myers,,,,,F,,1992,unknown,Ct
Odette Myrtil,1936,1952,Myrtil,Odette,F,1898,1978,character,Fr
Jim Nabors,,,,,M,,1992,comic,Ct
George Nader,1952,1966,Nader,George,M,1921,1984,lead,Am
Anne Nagel,1936,1947,Dolan,Anne,F,1912,1966,supporting,Am
Conrad Nagel,1919,1959,Nagel,Conrad,M,1896,1970,romantic hero,Am
Joanne Nail,,,,,F,,1992,unknown,Ct
J.Carrol Naish,1932,1970,Naish,J. Carrol,M,1900,1973,character,Am
Laurence Naismith,1947,1972,Johnson,Laurence,M,1908,1984,character,Br
Reggie Nalder,,,,,M,,1992,unknown,Ct
Nita Naldi,1920,1927,Dooley,Anita Donna,F,1899,1961,lead,It
Jack Nance,,,,,M,,1997,unknown,Ct
John Nance,,,,,M,,1992,unknown,Ct
Alan Napier,1931,1967,Napier-Clavering,Alan,M,1903,1984,character,Br
Diana Napier,1933,1948,Ellis,Molly,F,1908,1982,lead,Br
Brian Narelle,,,,,M,,1992,unknown,Ct
Owen Nares,1914,1941,Nares,Owen,M,1888,1943,silent screem,Br
Clarence Nash,1930,1950,Nash,Clarence,M,,1985,duck,Am
Marilyn Nash,1947,1947,Nash,Marilyn,F,1924,1984,lead,Am
Mary Nash,1934,1946,Nash,Mary,F,1885,1976,unknown,Am
Stephen Nathan,,,,,M,,1992,unknown,Ct
Mildred Natwick,1940,1982,Natwick,Mildred,F,1908,1984,eccentric,Am
David Naughton,,,,,M,,1992,unknown,Ct
James Naughton,1974,1982,Naughton,James,M,1945,1984,lead,Am
Rene Navarre,1916,1919,Navarre,Ren'e,,18bb,1984,detective,Am
Alla Nazimova,1918,1945,Nazimoff,Alla,F,1879,1945,unknown,Ru
Amedeo Nazzari,1947,1972,Nazzari,Amedeo,M,1907,1979,virile,It
Anna Neagle,1930,1958,Robertson,Dame Marjorie,F,1904,1986,dancer; heroines,Am
Patricia Neal,1949,1980,Neal,Patricia,F,1926,1984,lead,Am
Tom Neal,1939,1954,Neal,Tom,M,1914,1972,lead,Am
Kay Nebel,1913,1923,Nebel,Kay,M,1889,1953,villain,Ge
Bernard Nedell,1916,1972,Nedell,Bernard,M,1898,1972,character,Am
Audrie J. Neenan,,,,,,,1992,unknown,Ct
Kay Neer,,,,,F,,1992,unknown,Ct
Liam Neeson,1988,,Neeson,Liam,M,,1992,unknown,Ir
Hildegard Knef,1946,1968,Knef,Hildegard Frieda Albertine,F,1925,2002,sexy-voiced singer,Ge
Pola Negri,1915,1964,Chalupek,Appolonia,F,1897,1987,lead,Po
Hildegarde Neil,1970,1980,Neil,Hildegarde,F,1939,1984,lead,SA
Sam Neill,1980,1982,Neill,Sam,M,1948,,lead,Au
Little Nell,,,,,F,,1992,unknown,Ct
Kate Nelligan,1975,1983,Nelligan,Kate,F,1951,1984,unknown,Ca
Barry Nelson,1942,1972,Neilson,Robert,M,1920,1984,stocky,Am
Bob Nelson,,,,,M,,1992,unknown,Ct
Craig T. Nelson,1982,1984,Nelson,Craig T.,M,,,lead,Am
David Nelson,1958,,,,M,1947,1984,unknown,Ct
Ed Nelson,1964,1977,Nelson,Ed,M,1928,1984,gangster; brother-in-law; boyfriend,Am
Gene Nelson,1947,1963,Berg,Leander,M,1920,1984,actor-dancer,Am
Judd Nelson,1984,,Nelson,,M,1959,1984,unknown,Ct
Kenneth Nelson,,,,,M,,1992,unknown,Ct
Lori Nelson,1952,1958,Nelson,Lori,F,1933,1984,light lead,Am
Ozzie Nelson,1941,1973,Nelson,Ozzie,M,1906,1975,diffident,Am
Richard Nelson,,,,,M,,1992,unknown,Ct
Rick Nelson,1952,1969,Nelson,Rick,M,1940,1984,singer,Am
Willie Nelson,1979,1982,Nelson,Willie,M,1933,1984,character,Am
Rosalba Neri,,,,,F,,1992,unknown,Ct
Tommaso Neri,,,,,M,,1992,unknown,Ct
Franco Nero,1966,1984,Nero,Franco,M,1942,1984,lead,It
Cathleen Nesbitt,1932,1977,Nesbitt,Cathleen,F,1888,1982,character,Br
Derren Nesbitt,1960,1974,Nesbitt,Derren,M,1932,1984,character,Br
John Nettleton,1967,1970,Nettleton,John,M,1929,1984,character,Br
Lois Nettleton,1962,1982,Nettleton,Lois,F,1929,1984,character,Am
Robert Neuman,,,,,M,,1992,unknown,Ct
Paul Nevens,,,,,M,,1992,unknown,Ct
Guy Newall,1918,1937,Newall,Guy,M,1885,1937,lead,Br
Carol Irene Newell,,,,,F,,1992,unknown,Ct
Bob Newhart,1962,1982,Newhart,Bob,M,1923,1984,comedian,Am
John Newland,1957,1970,Newland,John,M,1916,1984,unknown,Am
Anthony Newlands,1959,1967,Newlands,Anthony,M,1926,1984,schemer,Br
Anthony Newley,1948,1983,Newley,Anthony,M,1931,1984,versatile; dislikeable,Br
Barry Newman,1960,1974,Newman,Barry,M,1940,1984,lead,Am
Lorraine Newman,,,,,F,,1992,unknown,Ct
Nanette Newman,1953,1978,Newman,Nanette,F,1934,1984,lead,Br
Paul Newman,1954,1984,Newman,Paul,M,1925,1984,lead,Am
Rachel Newman,1968,,Rachel,Newman,F,,,unknown,Ct
Scott Newman,,, Scott,Newman,F,,,unknown,Ct
Julie Newmar,1955,1967,Newmeyer,Julia,F,1930,1984,tall blonde,Am
Robert Newton,1932,1956,Newton,Robert,M,1905,1956,rolling eyes; a ham,Br
Olivia NewtonJohn,1970,1983,Newton-John,Olivia,F,1948,1984,pop singer,Br
Marie Ney,1930,1964,Ney,Marie,M,1895,1981,unknown,Br
Richard Ney,1942,1961,Ney,Richard,M,1917,1984,unknown,Am
Haing S. Ngor,,,,,M,,1992,unknown,Ct
Barbara Nichols,1956,1966,Nichols,Barbara,F,1929,1976,not-so-dumb blonde,Am
Britt Nichols,,,,,F,,1992,unknown,Ct
Dandy Nichols,1946,1974,Nichols,Dandy,F,1907,1986,comedienne,Br
Nichelle Nichols,,,,,F,,1992,unknown,Ct
Jack Nicholson,1958,1983,Nicholson,Jack,M,1937,1984,lead,Am
Nora Nicholson,1948,1969,Nicholson,Nora,F,1892,1973,fey or eccentric,Br
Alex Nicol,1950,1975,Nicol,Alex,M,1919,1984,lead,Am
Daria Nicolodi,,,,,F,,1992,unknown,Ct
Asta Nielsen,1910,1932,Nielsen,Asta,F,1882,1972,unknown,Da
Brigitte Nielsen,1985,,Nielsen,Brigitte,F,,,unknown,Ct
Leslie Nielsen,1955,1982,Nielsen,Leslie,,1925,1984,lead,Ca
Lisa Niemi,1990,,Niemi,Lisa,F,,1984,agent,Am
Gertrude Niesen,1940,1948,Niesen,Gertrude,F,1912,1975,singer,Am
Jane Nigh,1944,1953,Nigh,Jane,F,1926,1984,lead,Am
John Niland,,,,,M,,1992,unknown,Ct
Anna Q. Nilsson,1919,1959,Nilsson,Anna Q.,F,1889,1974,silent,Sw
Derek Nimmo,1961,1973,Nimmo,Derek,M,1931,1984,toe-twiddling; funny voice,Br
Leonard Nimoy,1951,1982,,Leonard,M,1931,1984,lean-faced,Am
Greta Nissen,1925,1936,Rutz-Nissen,Grethe,F,1906,1984,lead,No
David Niven,1935,1983,Niven,David,M,1909,1983,debonair,Br
Cynthia Nixon,,,,,F,,1992,unknown,Ct
Marian Nixon,1926,1932,Nixon,Marian,F,1904,1983,lead,Am
Marni Nixon,1965,,Nixon,Marni,F,1929,,Voi,Am
Nancy Lee Noble,,,,,F,,1992,unknown,Ct
Trisha Noble,,,,,F,,1992,unknown,Ct
Miyamoto Nobuko,1983,1989,Nobuko,Miyamoto,F,,1992,determined,Ja
Magali Noel,1951,1974,Noel,Magali,F,1932,1984,lead,Fr
Noel-Noel,1932,1962,Noel,Lucien,M,1897,1984,dapper,Fr
Natalie Nogulich,,,,,F,,1992,unknown,Ct
Philipe Noiret,1960,1983,Noiret,Philipe,M,1931,1984,chubby,Fr
Bob Nolan,,, Nolnan,Robert,M,,1992,cowboy,Ct
Doris Nolan,1937,1944,Nolan,Doris,M,1916,1984,lead,Am
John Nolan,,,,,M,,1992,unknown,Ct
Lloyd Nolan,1934,1978,Nolan,Lloyd,M,1902,1984,character,Am
Mary Nolan,1926,1932,Robertson,Mary Imogene,F,1905,1948,lead,Am
Nick Nolte,1975,1992,Nolte,Nick,M,1941,1984,virile,Am
Mike Nomad,,,,,M,,1992,unknown,Ct
Christine Noonan,,,,,F,,1992,unknown,Ct
Tom Noonan,1986,1994,Noonan,Tom,M,,,menacing,Am
Tommy Noonan,1951,1960,Noon,Thomas,M,1921,1968,ebullient comedian,Am
Christine Norden,1947,1952,Thornton,Maria Lydia,F,1924,1988,sex symbol,Am
Jack Norman,,,,,M,,1992,unknown,Ct
Mabel Normand,1912,1924,Fortescue,Mabel,F,1894,1930,comic lead,Am
Christopher Norris,,,,,M,,1992,unknown,Ct
Chuck Norris,1982,1982,Norris,Chuck,M,1939,1984,tough guy,Am
Edward Norris,1933,1955,Norris,Edward,M,1910,1984,lead,Am
Mike Norris,,,,,M,,1992,unknown,Ct
Jay North,1959,1965,North,Jay,M,1952,1984,juvenile,Am
Michael North,1948,1948,North,Ted,M,1920,1984,lead,Am
Sheree North,1951,1978,Bethel,Dawn,F,1933,1984,lead,Am
