pcode,did,lname,fname,,,background/0,yearstart,yearend
D,EGU,Ulmer,Edgar G.,1904,1972,,1934,1964
D,RUn,Underwood,Ron,,,Am,1991,
D,Z00,Anonymous,gn,,,Ct,1900,
D,Z01,Anonymous,gn,,,Ct,1916,
D,Z02,Anonymous,gn,,,Ct,1908,
D,Z03,Anonymous,gn,,,Ct,1988,
D,Z09,Anonymous,gn,,,Ct,1984,
D,Z10,Anonymous,gn,,,Am,1969,
D,Z11,Anonymous,gn,,,Ct,1930,
D,Z12,Anonymous,gn,,,Ct,1912,
D,Z15,Anonymous,gn,,,Ct,1915,
D,Z18,Anonymous,gn,,,Ct,1988,
D,Z20,UnYear1920,gn,,,Ct,1920,
D,Z21,UnYear1921,gn,,,Ct,1921,
D,Z23,UnYear1923,gn,,,Ct,1923,
D,Z28,Anonymous,gn,,,Ct,1980,
D,Z30,UnYear1930,gn,,,Ct,1930,
D,Z32,UnYear1932,gn,,,Ct,1932,
D,Z34,Anonymous,gn,,,Ct,1976,
D,Z35,UnYear1935,gn,,,Ct,1935,
D,Z39,UnYear1939,gn,,,Ct,1939,
D,Z41,Anonymous,gn,,,Br,1941,
D,Z42,Anonymous,gn,,,Ct,1913,
D,Z43,UnYear1943,gn,,,Ct,1943,
D,Z47,UnYear1947,gn,,,Ct,1947,
D,Z48,Anonymous,gn,,,Ct,1988,1990
D,Z49,Anonymous,gn,,,Ct,1929,
D,Z50,UnYear1950,gn,,,Ct,1950,
D,Z54,Anonymous,gn,,,Ct,1988,
D,Z55,Anonymous,gn,,,Ct,1988,
D,Z51,Anonymous,gn,,,Fr,1951,
D,Z56,UnYear1956,gn,,,CT,1956,
D,Z57,Anonymous,gn,,,Ct,1957,
D,Z64,gn,,,Ct,,1964,
D,Z65,UnYear1965,gn,,,Ct,1965,
D,Z66,UnYear1966,gn,,,Ct,1966,
D,Z69,UnYear1969,gn,,,Ct,1969,
D,Z71,UnYear1971,gn,,,Ct,1971,
D,Z72,UnYear1972,gn,,,Ct,1972,
D,Z73,UnYear1973,gn,,,Ct,1973,
D,Z74,UnYear1974,gn,,,Ct,1974,
D,Z78,UnYear1978,gn,,,Ct,1978,
D,Z80,UnYear1980,gn,,,Ct,1980,
D,Z81,UnYear1981,gn,,,Ct,1981,
D,Z82,UnYear1982,gn,,,Ct,1982,
D,Z84,UnYear1984,gn,,,Ct,1984,
D,Z85,UnYear1985,gn,,,Ct,1985,
D,Z86,UnYear1986,gn,,,Ct,1986,
D,Z87,UnYear1987,gn,,,Ct,1987,
D,Z88,UnYear1988,gn,,,Ct,1988,
D,Z89,UnYear1989,gn,,,Ct,1989,
D,Z90,UnYear1990,gn,,,Ct,1990,
D,Z91,UnYear1991,gn,,,Ct,1991,
D,Z92,UnYear1992,gn,,,Ct,1992,
D,Z94,UnYear1994,gn,,,Ct,1994,
D,Z95,UnYear1995,gn,,,Ct,1995,
D,Z95,UnYear1996,gn,,,Ct,1996,
D,Z97,UnYear1997,gn,,,Ct,1997,
D,Z98,UnYear1998,gn,,,Ct,1998,
D,Z99,UnYear1999,gn,,,Ct,1999,
D,MTU,Uno,Michael Toshiyuki,,,Am,1989,
A,PUs,Ustinov,Peter,1921,2004,Br,1946,1965
D,MUy,Uys,Michael,19xx,199x,Ct,1997,
D,RoV,Plemiannikoff,Roger Vadim,1927,,Fr,1956,
D,LVa,Valdex,Luis,,,Am,1987,
C,,Valentine,Joseph A.,,,,1943,
A,JCD,van Damme,Jean-Claude,,,Ct,1991,
D,MvD,van Diem,Mike,,,,1997,
D,JVD,Van Dormael,Jaco,,,Be,1991,1992
D,WvD,Van Dyke,"W.S II",1889,1942,Am,1918,1942
D,BvH,van Horn,Buddy,,,,1978,1980
D,BvL,van Lieshout,Ben,,,,1998,
D,MRP,Van Peebles,Mario,1960,,Am,1991,1993
D,MVP,Van Peebles,Melvin,,,Am,1967,1989
D,GvS,van Sant jr.,Gus,1953,,Am,1988,1994
A,AvW,van Warmerdam,Alex,1952,,,1984,
D,AVa,Varda,Agnes,,,Fr,1962,1993
D,VrM,Varnel,Marcel,1894,1947,Fr,1932,1947
D,VxM,Varnel,Max,1925,,Br,1958,1963
D,JVa,Vasquez,Joseph,,,Am,1991,
D,OtV,Vavra,Otakar,19xx,,,1937,
W,FrV,Veber,Francis,,,Fr,1981,1986
C,,Ventimiglia,Baron,,,,1925,
D,GVe,Verbinski,Gore,19xx,199x,Ct,1997,
D,CVe,Verdone,Carlo,19xx,19yy,Ct,1999,
D,VVR,VerdonRoe,Vivienne,19xx,,Am,1990,
D,TVe,Verheul,Tom,19xx,,Ct,1992,
D,MVh,Verhoeven,Michael,,,,1990,
D,PVh,Verhoeven,Paul,,Du,,1960,1996
D,HVe,Verneuil,Henri,19xx,,Fr,1955,
D,NVe,Veronis,Nick,,,Ct,1998,
D,MVe,Vernoux,Marion,,,Fr,1999,
D,TVw,Verow,Todd,,,Ct,1996,
D,DzV,Kaufman,Dennis,1896,1954,Ru,1927,1941
A,BVS,VeSota,Bruno,,,Ct,1955,1975
P,,Victor,David,,,Ct,1966,
D,ChV,Vidor,Charles,,,Am,1939,1957
D,KV,Vidor,King,1894,1982,Am,1918,1982
D,Bvi,Viertel,Berthold,1895,1953,Os,1929,1936
D,DaV,Vigne,Daniel,,,Fr,1982,
D,JVi,Almareyda,Jean,1905,1934,Fr,1930,1934
D,AgV,Villaronga,Agustin,,,Sp,1989,
D,JVm,Vilsmaier,Joseph,1938,,Ge,1985,
D,PTV,Vince,Pruit Taylor,,,Ct,1989,
D,CVi,Vincent,Christian,,,Ct,1992,
D,TVc,Vincent,Thomas,,,Ct,1999,
D,TVb,Vinterberg,Thomas,,,,1998,
D,JVl,Viola,Joe,,,Am,1971,
D,NVg,Virgien,Norton,,,Ct,1998,
D,LuV,Visconti de Modrone,Luchino,1906,1976,It,1942,1976
C,,Vlahos,Petro,19xx,,Ct,,
D,TVi,Vitale,Tony,,199x,,1997,
D,AVo,Vohrer,Alfred,19xx,,Ge,1962,
D,KvG,von Garnier,Katja,19xx,19yy,Ge,1999,
W,RvP,Miscwitzy,Rosa,1942,,Ge,1971,
D,LvT,von Trier,Lars,1956,,Da,1984,1999
D,vSM,von Scherler Mayer,Daisy,,,Ct,1998,
D,MvT,von Trotta,Margaretha,,,Ge,1990,
D,BVo,Vorhaus,Bernard,,,Ct,1947,
D,SlV,Vorkapich,Slauko,,,Ca,1961,
D,EvS,Stroheim von Nordenwall,Hans Erich Maria,1885,1957,Os,1918,1928
D,PVg,Voulgaris,Pantellis,19xx,,Gr,1972,
D,CVr,Vrettakos,Costas,19xx,,Gr,1987,
D,AWw,Wachowski,Andy,,,Ct,1995,
D,MWa,Wadleigh,Michael,,,Am,1970,1981
A,GWg,Waggoner,George,1894,,Am,1938,1959
M,,Wagner,Richard,19xx,,Ge,,
W,PaW,Wagner,Paul,19xx,,Ct,1994,
D,AWj,Wajda,Andrzej,1926,,Po,1954,1992
D,DWa,Walker,Dorian,,,Am,1984,
D,PWa,Walker,Pete,,,Am,1982,
D,StW,Walker,Stuart,1887,1941,Am,1931,1940
W,MWl,Wallace,Mary,,,Am,1987,
E,RWa,Wallace,Richard,1894,1951,Am,1927,1950
D,RWc,Wallace,Randall,,,Am,1998,
D,TLW,Wallace,Tommy Lee,,,Am,1991,
D,AyW,Waller,Anthony,,199x,,1996,
P,,Wallis,Hal B.,1899,,Am,1930,1975
A,TWa,Walls,Tom,,,Br,1935,
A,RaW,Walsh,Raoul,1887,1980,Am,1915,1964
W,,Walsh,Bill,,,Am,1960,
D,ChW,Walters,Charles,1911,1982,Am,1943,1966
D,FWa,Walton,Fred,,,Am,1979,
M,,Walton,William,1902,1983,GB,1936,1955
W,MWz,Walz,Martin,,,Ge,1998,
A,SWa,Wanamaker,Sam,1919,1993,Am,1977,
D,WaW,Wang,Wayne,1949,,HK,1982,1989
P,,Feuchtwanger,Lion,1894,1968,Os,,
W,DSW,Ward,David S.,,,,1982,1993
W,ViW,Ward,Vincent,,,NZ,1988,1998
D,RWg,Wargnier,R'egis,1948,,Fr,1993,
D,AWa,Warhol,Andy,1926,,Am,1963,1967
P,,Warner,Abe,,,Am,1916,
D,DbW,Warner,Deborah,19xx,19yy,Ct,1999,
P,,Warner,Harry,,,Am,1916,
P,,Warner,Jack L.,1892,1978,Am,1916,
P,,Warner,Sam,,1927,Am,1916,
M,,Guaragna,Salvatore,1893,,Am,1930,1954
D,SoW,Wartman,Sonke,19xx,,Ge,1992,
D,MaW,Waszynski,Machael,,,Ct,1938,
D,IWa,Waters,John,,,Am,1969,1994
D,HWa,Watt,Harry,1906,1987,Br,1936,1959
D,RWs,Watts,Roy,,,Am,1983,
M,,Waxman,Franz,,,Ge,1930,1950
A,JWa,Morrison,Marion Michael,1907,1979,Am,1960,1968
P,,Wayne,Michael,1934,,Am,,
A,JWe,Webb,Jack,1920,1982,Am,1954,1962
W,,Webb,James R.,,,Am,1963,
D,MlW,Webb,Millard,,,Am,1926,1929
C,RDW,Webb,Robert D.,1903,,,1953,1970
W,LoW,Weber,Lois,,,Am,1913,
C,BWb,Weber,Bruce,,,Am,1986,
D,AnW,Weeks,Andrew,19xx,,Am,1992,
D,RWd,Weide,Robert,,,Ct,1999,
A,PW,Wegener,Paul,1874,1948,Ge,1913,
D,PlW,Weiland,Paul,19xx,,Ct,1994,
D,ClW,Weill,Claudia,,,Am,1975,
P,,Weintraub,Sy,,,Am,1962,
D,PWr,Weir,Peter,1944,,Au,1971,1993
D,DoW,Weis,Don,1922,,Am,1951,1966
D,GaW,Weis,Gary,19xx,,Am,1980,
D,RgW,Weisberg,Roger,19xx,,Ct,1993,
D,SWm,Weisman,Sam,,,Am,1995,1999
D,RbW,Weiss,Rob,19xx,,Ct,1994,
D,PWz,Weitz,Paul,19xx,19yy,Am,1999,
D,MWe,Wekwerth,Manfred,,,,1957,1961
A,MeW,Welles,Mel,,,Am,1960,1972
D,OW,Welles,Orson,1915,,Am,1940,1969
D,DWl,Wellington,David,,,Ct,1997,
D,W,Wellman,William Augustus,1896,1975,Am,1921,1958
W,AWe,Wells,Audrey,19xx,19yy,Ct,1999,
D,,Wells,Simon,19xx,,Ct,1993,
D,JgW,Wen,Jiang,,,Ch,1999,
W,WiW,Wenders,Wim,,,Ge,1976,1997
D,PWe,Wendkos,Paul,,,Am,1959,1976
D,JWg,Weng,Jian,,199x,Ch,1996,
D,AlW,Werker,Alfred L.,1896,,Am,1917,1958
D,SWe,Werneck,Sandra,,,Br,1996,
D,JfW,Werner,Jf,,,,1980,
D,PrW,Werner,Peter,,,,1981,
A,RWe,Wertheim,Ron,,,,1990,
D,LiW,"Wertm""uller von Elg",Angela Felice,1928,,It,1963,1994
D,LaW,West,Langdon,19xx,,Am,1915,
D,RlW,West,Roland,19xx,,Am,1926,
D,SmW,West,Simon,19xx,,Am,1997,
W,HWe,Wexler,Haskell,,,Am,1970,
D,JW,Whale,James,1886,1957,Br,1930,1949
V,,Wheeler,Lyle,19xx,,Ct,1940,1960
D,TWh,Whelan,Tim,1893,1957,Am,1923,1955
B,,Wharton,Edith,1863,1937,Am,1993,
D,CWh,Whatham,Claude,,,Am,1974,
D,JuW,White,Jules,,,Ct,1931,
G,GWh,White,George,,,Am,1935,
D,RtW,Whitehead,Robert,,,Ct,1982,
D,FWh,Whitaker,Forest,,,Ct,1995,
D,MWh,Whitney,Mark,,,Am,1983,
D,WWh,Whitney,William,,,Am,1958,1991
D,DWi,Wickes,David,,,Am,1983,
A,SWi,Williams,Spencer,1893,1969,Am,1928,1962
D,JWs,Whitesell,Jane,,,Am,1996,
D,WWi,Wiard,William,,,Am,1975,
D,BoW,Widerberg,Bo,1930,,Sw,1963,1979
D,DWi,Wickes,David,,,Am,1983,
D,BeW,Wicki,Bernard,,2000,Ge,1959,
D,KW,Wiederhorn,Ken,,,Am,1980,
W,RoW,Wiemer,Robert,,,,1980,
D,CWi,Wiene,Conrad,,,Ge,1931,
D,RW,Wiene,Robert,1881,1938,Ge,1919,1924
D,FWx,Wilcox,Fred McLeod,,,,1943,1956
D,HWx,Wilcox,Herbert,1892,1977,Br,1920,1959
A,CoW,Wilde,Cornel,1915,1989,Am,1955,1972
B,id,Wilde,Oscar,1852,,Ir,,
D,TeW,Wilde,Ted,,,Am,1927,1928
D,CoW,bn,gn,19xx,,Ct,,
D,KlW,Wildenhahn,Klaus,,,Ct,1968,
W,BW,Wilder,Samuel,1906,2002,Hu,1930,1981
A,GeW,Silberman,Jerry,1934,,Am,1961,1984
W,WLW,Wilder,W.Lee,,,Am,1968,
D,xWi,Wiles,,,,Am,1936,
D,CWl,Wilhelm,Carl,,,Ge,1914,
D,id,Willat,Irvin,,,Am,1998,
D,DDW,Williams,David D.,,,Am,1994,
M,,Williams,John,1932,2003,Am,1971,2003
D,GBW,Williams,J.B.,,,Br,1930,
P,,Williams,Marsha Garces,1955,,Am,1993,
D,PWi,Williams,Paul,1944,,Am,1967,1978
D,RWl,Williams,Richard,,,Br,1972,
W,,Williams,Tenessee,1911,1983,Am,1951,1966
A,FWs,Williamson,Fred,19xx,,Ct,1991,
W,KWs,Williamson,Kevin,1966,,Am,1996,
C,,Wiils,Gordon,19xx,,Am,1971,1993
D,MWu,Willutzki,Max,,,Ge,1973,
D,HuW,Wilson,Hugh,,,Am,1984,1996
D,RcW,Wilson,Hugh,,,Am,1993,
D,ScW,Winant,Scott,,199x,,1997,
D,SiW,Wincer,Simon,19xx,,Ct,1993,
D,BrW,Windust,Bretaigne,1906,1960,Am,1947,1959
P,IWk,Winkler,Irwin,,,Am,1979,1992
D,HeW,Winkler,Henry,,,Am,1988,1193
D,MiW,Winner,Michael,1935,,Br,1957,1983
D,EWi,Winspeare,Edoardo,19xx,19yy,It,1996,
D,MWi,Winterbottom,Michael,,199x,Br,1993,1997
D,DvW,Winters,David,,,Am,1982,
D,HWi,Wise,Herbert,,,,1988,
D,,Wise,Kirk,1964,,,1992,
E,RWi,Wise,Robert,1914,199x,Am,1944,1979
D,FrW,Wiseman,Fred,,,Am,1967,1994
D,WWn,Witney,William,1910,,Am,1937,1975
P,IrW,Wohl,Ira,,,Am,1980,
P,,Wolpers,David L.,1928,19yy,Am,1947,
D,KWW,Wong,Kar-Wei,19xx,199x,HK,1992,1999
D,IWo,Woo,John,1946,,Ch,1973,1993
D,EDW,Wood,Edward D.jr.,1924,1978,Am,1953,1961
D,SW,Wood,Sam,1883,1949,Am,1920,1949
D,ABW,Woods,Arthur B.,1904,1942,Br,1934,1940
D,AWk,Wolk,Andy,,,Ct,1992,
D,HWo,Wolff,Hans,,,Ge,1955,
D,DuW,Wood,Duncan,19xx,,Ct,1972,
D,LWo,Woodhead,Leslie,19xx,19yy,GB,1996,
D,FrW,Woodruff,Frank,,,,1932,
W,1967,Woolrich,Cornell,1903,1968,Am,,
E,CWm,Workman,Chuck,19xx,,Ct,1990,
D,WWo,Worsley,Wallace,,,,1923,
D,CWr,Wrede,Caspar,,,No,1984,
D,GgW,Wright,Geoffrey,,,Au,1993,
P,WHW,Wright,William H.,19xx,,Am,1952,
D,DWr,Wrye,Donald,,,Am,1978,
P,WTM,Wu,TianMeng,,,Ch,1983,
C,SWu,Wurtzel,Stuart,,,,1980,
D,KIW,Wyans,Keenan Ivory,,,Am,2000,
D,WW,Wyler,William,1902,1981,,1925,1959
P,,Wyler,Catherine,,,Am,1986,1990
D,JWy,Wynorski,Jim,,,,1987,
W,,Wynn,Tracy Keenan,1945,,,1970,1977
D,KvY,Yagher,Kevin,,,Ct,1963,
W,BYa,Yakin,Boaz,,,Am,1998,
D,YYa,Yamada,Yoji,,,Ja,1968,1990
D,,Yamamoto,Kajiro,,,Ja,,
D,MYa,Yanagimachi,Mitsuo,19xx,,Ja,1990,
D,OYa,Yanchuk,Oles,19xx,,Ru,1993,
D,EdY,Yang,Edward,,199x,,1991,
D,xYa,Yanne,gn,,,,1985,
D,LYa,Yansan,Louis,,,,1990,
D,JeY,Yarborough,Jean,,,Am,1945,
D,PY,Yates,Peter,1929,,Br,1962,1995
D,IvY,Yeaworthy,Irvin S.,19xx,,Ct,1958,
D,HWY,Yeh,Hung-Wei,19xx,,Ch,1992,
D,LiY,Yellen,Linda,,,Am,1985,
D,,Yeller,xfn,,,Am,,
D,nYo,name,xfn,,,Ch,1998,
D,BdY,Yorkin,Alan,1926,,Am,1963,1970
D,YaY,Yosha,Yaky,,,Ct,1990,
D,YYo,Yoshida,Yoshishigue,,,Ja,1986,
D,KYo,Yoshida,Kaoru,,,Ja,1987,
C,,Young,Frederick A.,,,Am,1952,1962
D,HY,Young,Harold,1897,,Br,1934,1944
D,RYo,Young,Roger,,,Am,1984,1895
D,RtY,Young,Robert,,,Ct,1972,1993
D,RMY,Young,Robert M.,,,Am,1977,
D,TYg,Young,Terence,1915,,Br,1948,1980
D,BYo,Younger,Ben,1973,DoD,Am,2000,
D,PYu,Yule,Paul,19xx,,Br,1993,
D,PtZ,Zadek,Peter,19xx,,Ge,1961,
W,StZ,Zaillian,Steven,19xx,,Ct,1993,
D,VZg,Zaggario,Vito,19xx,,Ct,1983,
D,JZa,Zaks,Jerry,,199x,,1996,
W,LZa,Zampa,Luigi,1905,1991,It,1946,1954
D,MZa,Zampi,Mario,1903,1963,It,1958,1961
D,KZs,Zanussi,Krystof,,,Po,1985,
P,,Zanuck,Daryl F.,1902,1979,Am,1935,1960
P,LFZ,Zanuck,Lili Fini,,,Am,1991,2000
P,,Zanuck,Richard D.,1934,,Am,1957,1999
D,ToZ,Zarindast,Tony M.,,,,1978,1982
D,FZe1,Zeffirelli,Franco,,,It,1966,1996
W,JmZ,Zeilinger,Jimmy,,,Ct,1990,
D,RZe,Zemeckis,Robert,,,,1981,1994
D,MZ,Zetterling,Mai,,,,1964,
C,YMZ,Zhang,Yi Mou,1950,,Ch,1980,1992
D,YZh,Zuang,Yuan,19xx,,Ch,1990,1998
D,YZh,Zuang,Yang,19xx,,Ch,1990,2000
D,XWZ,Zhou,XioaWen,,,Ct,1997,
D,TZz,Zhuangzhuang,Tian,19xx,,Ch,1994,
D,ClZ,Zidi,Claude,19xx,,Ct,1989,
P,,Ziegfeld,Florenz,1867,1932,Am,1929,1932
P,,Ziegler,Renate,19xx,,Ge,1993,1994
D,HoZ,Zieff,Howard,,,Am,1975,1994
D,SZi,Ziehl,Scott,,,Ct,2000,
P,HZi,Ziem,Howard,,,Am,1974,
P,,Zimbalist,Sam,19xx,,Am,1951,
D,VeZ,Zimmerman,Vernon,,,Am,1980,
D,BZi,Zincone,Bruno,,,Ct,1988,
D,FZ,Zinneman,Fred,1907,1997,,1947,1982
D,JZi,Zito,Joseph,,,Am,1984,
D,EZo,Zonca,Erick,1955,,Fr,1999,
D,DZo,Dick Zondag,Dick,19xx,,Ct,1993,
D,DLZ,Zlotoff,Lee David,,199x,,1996,
C,,Zsigmond,Vilmos,,,Ct,1972,1994
W,JZu,Zucker,Jerry,,,Am,1990,
W,DZu,Zucker,David,,,Am,1991,
P,AZ,Zuckor,Adolph,1873,1976,Am,1913,
P,AlZ,Zugsmith,Albert,19xx,,Am,1960,
D,AZu,Zulawski,Andrzaj,,,Po,1974,1990
D,EZw,Zwick,Edward,,,Am,1989,1994
