pname,pcodes/pcode/0,did,yearstart,yeardirstart,yearend,familynm,givennm,dob,dod,background/0,notes/0/ref/0,pcodes/pcode/1,pcodes/pcode/2,rels/0/workedwith/0/colleague/0/name/0,notes/0,notes/0/type/0,notes/0/mainly,pcodes/pcode/3,notes/0/ref/1,notes/0/ref/2,notes/1,error,background/0/bgnote,background/0/__text,rels/0/marriedto/spouse/0/name/0,rels/0/workedwith/0/colleague/0/co-is/0,rels/0/workedwith/0/colleague/0/on,GeF,notes/0/textmore,rels/0/studios/studio/0,pcodes/also/0,notes/0/also/0,pcodes,rels/0/influencedby/0/mentor/0/name/0,rels/0/influencedby/0/mentor/0/co-is/0,rels/0/influencedby/0/mentor/0/in-is,rels/0/founder/0,Gdf,rels/0/marriedto/spouse/0/sp-is/0,rels/0/childof/parentis/0/name/0,rels/0/founder/1,rels/0/studios/studio/1,rels/0/studios/studio/2,rels/0/studios/studio/3,rels/0/studios/studio/4,rels/0/parent/child-is/0/name/0,rels/0/workedwith/0/colleague/0/name/1,rels/0/family/fm/name/0,rels/0/family/fm/fmtype,rels/0/family/fm/fmrel,alias/0,background/1,rels/0/marriedto/spouse/1/name/0,rels/0/siblings/sibling/name/0,rels/0,notes/0/fact,rels/0/influenced/affected/0/name/0,rels/0/influenced/affected/0/co-is/0,rels/0/influenced/affected/0/af-is/0,rels/0/livedwith/lover/0/name/0,rels/0/siblings/sibling/saf-is/0,rels/0/siblings/sibling/saf-is/1,rels/0/marriedto/sp-is/0,rels/0/childof/parentis/0/pa-is,rels/0/marriedto/spouse/0,rels/0/marriedto/spouse/2,notes/0/livedwith/lover/0/name/0,rels/0/parent/child-is/0/ch-is,rels/0/workedwith/0/colleague/0/name/2,rels/0/marriedto/spouse/1/sp-is/0,alias/1,rels/0/marriedto/spouse/1,rels/0/studios/studio/5,rels/0/studios/studio/6,notes/0/livedwith/lover/0/lv-is/0,notes/0/livedwith/lover/0/lv-is/1,rels/0/parent/child-is/0/name/1,rels/0/relnote,rels/0/parent/child-is/0/chnote,rels/0/childof/parentis/1/name/0,rels/0/childof/parentis/1/pa-is,rels/0/marriedto/spouse/0/sp-is/1,pcodes/pcode/4,awards/aw/0/awtype,awards/aw/0/awdet,awards/aw/0/awyear,awards/aw/1/awtype,awards/aw/1/awf,rels/0/parent/child-is/1/name/0,rels/0/parent/child-is/1/ch-is,notes/0/GeF,rels/1/workedwith/0/colleague/0/name/0,notes/0/awards/aw/0/awtype,notes/0/alias/0,awards/aw/0/awnote,rels/0/influenced/__text,notes/0/type/1,awards/aw/0/awf,rels/0/workedwith/0/colleague/0/name/3,rels/0/workedwith/0/colleague/0/name/4,rels/0/studios/studio/0/styear,rels/0/studios/studio/0/__text,rels/0/studios/studio/1/styear,rels/0/studios/studio/1/__text,rels/0/studios/studio/2/styear,rels/0/studios/studio/2/__text,rels/0/workedwith/0/colleague/0/co-is/1,rels/0/workedwith/0/colleague/0/during,rels/0/family/fmtype,rels/0/family/fmrel,rels/0/workedwith/1/colleague/0/name/0,rels/0/livedwith/lover/0/name/1,rels/0/marriedto/spouse/3/name/0,rels/0/marriedto/spouse/4,rels/0/influenced/affected/0/name/1,rels/0/influenced/affected/0/af-is/1,rels/0/influenced/affected/0/colleague/0,rels/0/livedwith/lover/0/lv-is/0,rels/0/marriedto/spouse/0/name/1,notes/0/also/1,rels/0/parent/child-is/0,rels/0/influencedby/0/mentor/1/name/0,rels/0/influencedby/0/mentor/1/in-is,rels/0/founder/0/fnyear,rels/0/founder/0/__text,rels/0/founder/1/fnyear,rels/0/founder/1/__text,rels/1/studios/studio/0,rels/1/studios/studio/1,notes/0/child,notes/1/ref/0,notes/1/ref/1,rels/0/influenced/affected/1/name/0,rels/0/influenced/affected/1/af-is/0,rels/0/influenced/affected/2/name/0,rels/0/influenced/affected/2/af-is/0,rels/0/influenced/affected/3/name/0,rels/0/influenced/affected/3/af-is/0,rels/0/influenced/affected/4/name/0,rels/0/influenced/affected/4/af-is/0,rels/0/influenced/affected/5/name/0,rels/0/influenced/affected/5/af-is/0,rels/0/influenced/affected/6/name/0,rels/0/influenced/affected/6/af-is/0,rels/0/influenced/affected/7/name/0,rels/0/influenced/affected/7/af-is/0,rels/0/workedwith/0/colleague/1/name/0,rels/0/workedwith/0/colleague/1/co-is/0,rels/0/workedwith/0/colleague/2/name/0,rels/0/workedwith/0/colleague/2/co-is/0,rels/1/parent/child-is/0/name/0,rels/1/parent/child-is/0/ch-is,awards/aw/1,awards/awyear,rels/0/siblings/sibling/name/0/sibtype,rels/0/siblings/sibling/name/0/__text,rels/0/childof/parentis/0/name/0/pa-is,rels/0/childof/parentis/0/name/0/__text,rels/0/studios/studio/0/strole,rels/0/marriedto/spouse/2/name/0,rels/0/marriedto/spouse/3,awards/aw/1/awdet,awards/aw/1/awyear,rels/0/marriedto/spouse/2/sp-is/0,rels/0/marriedto/spouse/3/sp-is/0,rels/0/marriedto/spouse/4/name/0,rels/0/family/fm/me-is,rels/0/workedwith/0/colleague/3/name/0,rels/0/workedwith/0/colleague/3/co-is/0,rels/0/workedwith/0/colleague/4/name/0,rels/0/workedwith/0/colleague/4/co-is/0,rels/0/workedwith/0/co-is/0,rels/1/marriedto/spouse/0/name/0,rels/1/marriedto/spouse/1,rels/1/marriedto/spouse/2,pcodes/pcode/5,notes/0/href/A/_HREF,notes/0/href/A/__text,notes/0/livedwith/lover/0,notes/0/livedwith/lover/1/name/0,awards/aw/0/awardnote,rels/0/marriedto/spouse/4/sp-is/0,rels/0/influencedby/1/mentor/0/name/0,rels/0/influencedby/1/mentor/0/co-is/0,rels/0/influencedby/1/mentor/0/in-is,rels/0/siblings/sibling/name/0/parent/child-is/0/name/0
Gey.Marshall,D,GyM,,1982,2001,Marshall,Gerry,,\Un,,![1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Marshall,D,PnM,,1990,,Marshall,Penny,,\Un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Marshall,D,ScM,,1997,,Marshall,Scott,,\Un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gey.Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Marshall,D,TnM,,1999,,Marshall,Tonie,,\Un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mart,D,PlM,,1966,,Mart,Paul,,\Un,\Am,![1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martineau,D,JqM,,1999,,Martineau,Jaques,19xx,19xx,\Fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Martin,D,EgM,,1972,,Martin,Eugenio,,\Un,\Sp,,,,,,,,,,,,(Or),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Martin,D,MiM,,1998,,Martin,Michael,,\Un,\Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Martin,W,PaM,,1934,,Martin,Paul,,\Un,\Ct,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martini,P,,1999,,,Martini,Steve,19xx,19yy,\Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinson,D,LHM,,1955,1970,Martinson,Leslie H.,,\Un,\Am,,,,,,,TV,,,,,,,,,,,,Mission impossible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marton,D,AMa,,1954,1966,Marton,Andrew,,\Un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre~Marton,W,,1963,,1978,Stone,Peter,1930,\Un,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Marvin,C,AMv,,1900,,Marvin,Arthur,,\Un,\Am,![1],D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Marvin,D,EMv,,1936,,Marvin,Edward L.,,\Un,\Am,![1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maslin,D,JaM,,1997,,Maslin,Janet,DoB,DoD,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason,D,HeM,,1936,1945,Mason,Herbert,1891,1960,\Br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masters,D,QMa,,1981,,Masters,Quentin,,\Un,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masterson,D,PtM,,1986,,Masterson,Peter,,\Un,\Am,![1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mastroianni,D,AmM,,1989,,Mastroianni,Armand,,\Un,,,,,,,,,,,,,(name),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masumura,D,YMa,,1957,1965,Masumura,Yasuzo,,\Un,\Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matalon,W,EMt,,1977,,Matalon,Eddie,19xx,\Un,\Ca,,P,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mate,C,RdM,,1948,1949,Mat\'e,Rudolf,,\Un,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laszlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheson,A,TMt,,1999,,Matheson,Tim,19xx,19yy,\Am,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mattinsson,D,BMs,,1983,,Mattinsson,Burney,,\Un,\Am,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mattsson,D,AMs,,1944,1978,Mattsson,Arne,1919,\Un,\Sw,,W,,Per Lindberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurer,P,NMa,,1963,,Maurer,Norman,,\Un,\Ct,,D,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Maxwell,P,,1928,,,Maxwell,John,1875,1940,,,,,,,,,,,,,,Scots,\Br,,,,,,Wardour,,,,,,,,,,,,,,,,,,,,,,,,,,,Hitchcock,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Maxwell,D,PMw,,1980,,Maxwell,Peter,,\Un,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Maxwell,W,RFM,,1980,1993,Maxwell,Ronald F.,,\Un,\Am,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.May,D,BMy,1968,1968,,May,Bradford,,\Un,\Br,,,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.May,D,EMa,,1970,1987,May,Elaine,,\Un,\Br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.May,D,JMa,,1915,1944,Mandel,Joe,1880,1954,\Ge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayakowski,D,VMa,,1921,1929,Mayakowski,Vladimir,,\Un,\Ru,,,,A.Rodchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mayakovsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl~Mayer,W,,1924,,1936,Mayer,Carl,,\Un,\Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayers,A,NaM,1980,1998,2003,Mayers,Nancy,1949,\Un,\Am,,W,D,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayfield,D,LMf,,1997,,Mayfield,Les,19xx,199x,\Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maylam,D,TMy,,1978,,Maylam,Tony,,\Un,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayo,D,AM,,1926,1957,Mayo,Archie,1891,1968,\Am,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maysles,P,id,,1957,1998,Maysles,Albert,1926,1998x,\Am,,D,,,,Docu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,"Maysles Films, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Maysles,P,id,,1957,,Maysles,Albert,1932,1987,\Am,,,,Albert Maysles,,Docu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazursky,A,PM,,1970,1989,Mazursky,Paul,1938,\Un,\Am,,D,W,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazuy,D,PMz,,1999,,Mazuy,Patricia,DoB,DoD,\Fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donald~McAlpine,C,,1979,,1993,McAlpine,Donald,19xx,\Un,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAnuff,D,DMc,,1998,,McAnuff,Des,,\Un,\GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McBride,D,JMB,,1968,1993,McBride,James,1941,\Un,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCandless,D,PMC,,1990,,McCandless,Peter,1940+,\Un,,,,,,,,,,,,,,"lives in SF, CA",\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCarey,W,LMC,,1929,1962,McCarey,Leo,1898,1969,\Am,,D,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCullough,D,BMc,,1999,,McCullough,Bruce,19xx,19yy,\Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCutcheon,C,WMc,,1903,,McCutcheon,Wallace,19xx,\Un,\Am,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.McDonald,D,FMD,,1936,1946,McDonald,Frank,,\Un,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
